0 qid:22465 1:10.316691 2:0.0 8:1988.0 9:1.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:67.0 31:21.0 34:89.0 35:10.0 36:1594.0 37:237.0 40:14.0 41:2.0 42:93.0 43:13.0 46:16.0 47:2.0 #docid = 2a16a79d9a64d50f635c5f8aa5deaad826ee8cb4
0 qid:22465 1:0.0 2:0.0 8:2015.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:76.0 31:154.0 34:85.0 35:10.0 36:1373.0 37:185.0 40:33.0 41:4.0 42:92.0 43:11.0 46:16.0 47:2.0 #docid = 7887669b8d05b96d5e81fbe1cfdb2e39f7c873b9
0 qid:22465 1:0.0 2:0.0 8:2019.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:2.0 31:124.0 34:66.0 35:9.0 36:1572.0 37:227.0 40:19.0 41:2.0 42:41.0 43:6.0 46:16.0 47:2.0 #docid = 0c842a151c9e010a7c70151d029c91a118bde887
0 qid:22465 1:0.0 2:0.0 8:2012.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:358.0 31:101.0 34:86.0 35:13.0 36:800.0 37:124.0 40:25.0 41:3.0 42:37.0 43:5.0 46:16.0 47:2.0 #docid = 219d1eebd2ca05393f4f5700f39289ff5141bc23
1 qid:22465 1:0.0 2:0.0 8:2004.0 9:0.0 10:0.0 16:23.083973 20:30.990288 24:0.0 30:176.0 31:36.0 34:58.0 35:9.0 36:2647.0 37:384.0 40:31.0 41:4.0 42:96.0 43:16.0 46:16.0 47:2.0 #docid = 1de835d8169d6954d39e7888d92856343e47c568
0 qid:22465 1:0.0 2:0.0 8:1999.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:152.0 31:137.0 34:27.0 35:3.0 36:1115.0 37:165.0 40:41.0 41:6.0 42:16.0 43:2.0 46:16.0 47:2.0 #docid = ed2e675dbe94773c2ce38ff0b7736fafd2d5f0ee
1 qid:22465 1:13.473315865677966 2:12.893099633651131 8:2006.0462482302974 9:1.6534839924670433 10:5.377354048964219 16:21.1371023412194 20:22.820294852754238 24:34.05026581273541 30:386.9041902071563 31:22.69256120527307 34:70.19091337099812 35:9.463276836158192 36:1134.6191148775895 37:165.93926553672316 40:21.58003766478343 41:2.912193973634652 42:62.5484934086629 43:9.881826741996234 46:12.4870527306968 47:1.4701035781544256 #docid = cd1d7bea4f40ec53af98f9c0822c18c2ac4bc89d
0 qid:22465 1:10.316691 2:0.0 8:1999.0 9:1.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:55.0 31:65.0 34:101.0 35:9.0 36:1976.0 37:300.0 40:19.0 41:3.0 42:112.0 43:16.0 46:16.0 47:2.0 #docid = b63db3fd16d822a32249d27bc756f8ccf449824d
0 qid:22465 1:0.0 2:0.0 8:2017.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:14.0 31:85.0 34:102.0 35:13.0 36:1032.0 37:151.0 40:14.0 41:2.0 42:76.0 43:10.0 46:18.0 47:2.0 #docid = 7250ac7936f605b84ede764068bebc7429bb33a8
0 qid:22465 1:11.116391 2:0.0 8:2014.0 9:1.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:26.0 31:104.0 34:68.0 35:8.0 36:759.0 37:108.0 40:14.0 41:2.0 42:107.0 43:14.0 46:16.0 47:2.0 #docid = 08d141361be598b10b4a2f39092dbe227d96c66c
0 qid:22465 1:0.0 2:0.0 8:2010.0 9:0.0 10:0.0 16:23.083973 20:30.990288 24:0.0 30:466.0 31:92.0 34:21.0 35:3.0 36:1381.0 37:209.0 40:19.0 41:3.0 42:75.0 43:12.0 46:16.0 47:2.0 #docid = dd1b0d41fe58a5adc6fd2149490f6bc545fe88db
0 qid:22465 1:0.0 2:0.0 8:2015.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:12.0 31:129.0 34:52.0 35:7.0 36:777.0 37:114.0 40:10.0 41:2.0 42:39.0 43:5.0 46:16.0 47:2.0 #docid = 040d4284d6002eca2821d91b199ed187c01fec6d
0 qid:22465 1:9.624328 2:0.0 8:2010.0 9:1.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:70.0 31:34.0 34:108.0 35:12.0 36:986.0 37:137.0 40:19.0 41:3.0 42:94.0 43:15.0 46:16.0 47:2.0 #docid = b8ce85f3d4db0c25abb6a3a22c0438d82a9980b9
0 qid:22465 1:10.701622 2:0.0 8:2002.0 9:1.0 10:0.0 16:23.083973 20:0.0 24:0.0 30:36.0 31:32.0 34:88.0 35:9.0 36:1686.0 37:252.0 40:19.0 41:3.0 42:80.0 43:10.0 46:16.0 47:2.0 #docid = 35fda76279d9962a2caeed17de5addbe6be22cea
0 qid:22465 1:8.0113735 2:8.286223 8:2018.0 9:1.0 10:2.0 16:23.083973 20:0.0 24:19.005363 30:98.0 31:57.0 34:137.0 35:17.0 36:2790.0 37:397.0 40:4.0 41:1.0 42:287.0 43:49.0 46:16.0 47:2.0 #docid = 39f33cf580fe6ce842e2c9005570d08115c3ed4b
0 qid:22465 1:0.0 2:0.0 8:2018.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:4.0 31:145.0 34:57.0 35:9.0 36:957.0 37:131.0 40:26.0 41:4.0 42:65.0 43:9.0 46:16.0 47:2.0 #docid = 420944cb316179f6529d1d7a99d92910df8e49a5
0 qid:22465 1:0.0 2:0.0 8:2019.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:2.0 31:201.0 34:77.0 35:10.0 36:975.0 37:144.0 40:21.0 41:2.0 42:60.0 43:6.0 46:16.0 47:2.0 #docid = ae2b25d3dc787647ea4ff6e49e3e559c5651ad6c
0 qid:22465 1:0.0 2:0.0 8:2009.0 9:0.0 10:0.0 16:23.083973 20:30.990288 24:0.0 30:34.0 31:133.0 34:43.0 35:7.0 36:1267.0 37:189.0 40:14.0 41:2.0 42:57.0 43:10.0 46:16.0 47:2.0 #docid = 3321f343a5df41cf5d9c892d90c65f32caa641a3
0 qid:22465 1:8.74409 2:13.890823999999999 8:2013.0 9:1.0 10:5.0 16:23.083973 20:13.593403 24:47.51341 30:432.0 31:35.0 34:127.0 35:15.0 36:2127.0 37:243.0 40:31.0 41:4.0 42:437.0 43:69.0 46:16.0 47:2.0 #docid = 7bdabb88d7414c8860a2e482508ad2fd69b170bf
0 qid:22465 1:0.0 2:0.0 8:2012.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:141.0 31:135.0 34:46.0 35:5.0 36:810.0 37:123.0 40:28.0 41:3.0 42:42.0 43:7.0 46:16.0 47:2.0 #docid = c108e147b015eac671badc6e4ac3eaaf34a61922
1 qid:22465 1:0.0 2:0.0 8:2004.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:119.0 31:0.0 34:91.0 35:14.0 36:3200.0 37:485.0 40:19.0 41:3.0 42:14.0 43:3.0 46:16.0 47:2.0 #docid = 2ac87043e3e21413ccc3cc42794fbb8553649c0b
0 qid:22465 1:0.0 2:0.0 8:2005.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:1.0 31:59.0 34:64.0 35:10.0 36:744.0 37:104.0 40:48.0 41:5.0 42:75.0 43:10.0 46:8.0 47:1.0 #docid = d543f7583adf4f2ef0ae72767844f3da372a5627
0 qid:22465 1:0.0 2:0.0 8:2017.0 9:0.0 10:0.0 16:23.083973 20:13.593403 24:0.0 30:6.0 31:0.0 34:44.0 35:6.0 36:702.0 37:92.0 40:32.0 41:4.0 42:107.0 43:16.0 46:16.0 47:2.0 #docid = 00753625921cb53a3ebe020d52d7ff1dbd3c1559
0 qid:22465 1:11.360319 2:12.491924000000001 8:2006.0 9:2.0 10:2.0 16:23.083973 20:13.593403 24:19.005363 30:76.0 31:35.0 34:136.0 35:19.0 36:883.0 37:126.0 40:19.0 41:3.0 42:184.0 43:28.0 46:16.0 47:2.0 #docid = c17027a5872a9fda86ead8421f19983ca1b7af51
0 qid:23241 1:10.426900999999999 2:0.0 8:2011.0 9:1.0 10:0.0 16:22.952814 20:27.23505 24:0.0 30:86.0 31:65.0 34:124.0 35:19.0 36:1591.0 37:247.0 40:23.0 41:4.0 42:191.0 43:27.0 46:7.0 47:1.0 #docid = 3b3c8378b1061318307de8cee2efcc753838d43d
0 qid:23241 1:12.458024 2:0.0 8:2009.0 9:1.0 10:0.0 16:22.952814 20:10.810024 24:0.0 30:4.0 31:3.0 34:86.0 35:12.0 36:1255.0 37:196.0 40:92.0 41:13.0 42:57.0 43:8.0 46:25.0 47:3.0 #docid = 0374daf69f28d6a7d88c72742a489679d026c6ae
0 qid:23241 1:14.317337 2:15.367388 8:2011.0 9:1.0 10:2.0 16:22.952814 20:27.23505 24:23.526096 30:108.0 31:54.0 34:78.0 35:9.0 36:992.0 37:144.0 40:37.0 41:5.0 42:65.0 43:9.0 46:18.0 47:2.0 #docid = 08827ee5b59efa8f7091cd83720ab5d9bc5bf27a
0 qid:23241 1:17.600925 2:0.0 8:2019.0 9:1.0 10:0.0 16:22.952814 20:10.810024 24:0.0 30:509.0 31:45.0 34:41.0 35:4.0 36:869.0 37:108.0 40:5.0 41:1.0 42:38.0 43:6.0 46:28.0 47:3.0 #docid = c1f457e31b611da727f9aef76c283a18157dfa83
0 qid:23241 1:14.317337 2:16.524603 8:2019.0 9:1.0 10:3.0 16:22.952814 20:10.810024 24:35.289146 30:3.0 31:37.0 34:78.0 35:9.0 36:1337.0 37:188.0 40:5.0 41:1.0 42:63.0 43:12.0 46:28.0 47:3.0 #docid = 678467b29b4b947143d960af03b73f32979dc817
0 qid:23241 1:14.317337 2:16.865376 8:2019.0 9:1.0 10:3.0 16:22.952814 20:10.810024 24:35.289146 30:2.0 31:34.0 34:79.0 35:9.0 36:1135.0 37:166.0 40:5.0 41:1.0 42:47.0 43:8.0 46:28.0 47:3.0 #docid = 52fa3eb17723571bb7127db42fed9e78cfa4c00f
0 qid:23241 1:10.85528 2:0.0 8:1998.0 9:1.0 10:0.0 16:22.952814 20:27.23505 24:0.0 30:84.0 31:0.0 34:26.0 35:5.0 36:207.0 37:30.0 40:39.0 41:5.0 42:64.0 43:10.0 46:16.0 47:2.0 #docid = 5001aaf4f95d0121ad4a99c90b7ca7497411b53c
0 qid:23241 1:11.6984215 2:18.049599 8:2005.0 9:1.0 10:5.0 16:22.952814 20:27.23505 24:58.81524 30:6.0 31:0.0 34:98.0 35:12.0 36:1529.0 37:228.0 40:0.0 41:0.0 42:85.0 43:14.0 46:19.0 47:2.0 #docid = 41949912586f3fb3e107ed0da18d1ee46a09808a
1 qid:23241 1:22.705338 2:21.111334 8:2020.0 9:2.0 10:4.0 16:22.952814 20:27.23505 24:42.16563 30:7.0 31:0.0 34:78.0 35:8.0 36:1446.0 37:206.0 40:0.0 41:0.0 42:76.0 43:14.0 46:16.0 47:2.0 #docid = cd7e053ccd55bb4bfedbf4702632075c1af16650
0 qid:23241 1:13.80235 2:9.251558000000001 8:2004.0 9:1.0 10:1.0 16:22.952814 20:27.23505 24:11.763048 30:85.0 31:57.0 34:76.0 35:8.0 36:1746.0 37:232.0 40:24.0 41:3.0 42:34.0 43:5.0 46:16.0 47:2.0 #docid = 06ae88916de2468707a6dbd453bb3e9783d61790
1 qid:23241 1:21.916995999999997 2:21.111334 8:2019.0 9:2.0 10:4.0 16:22.952814 20:10.810024 24:42.16563 30:18.0 31:36.0 34:93.0 35:9.0 36:1381.0 37:207.0 40:5.0 41:1.0 42:76.0 43:14.0 46:16.0 47:2.0 #docid = 3f5b8afed85effefbd510a1a13033d0e0956e913
0 qid:23837 1:8.777792 2:18.97194 8:2003.0 9:1.0 10:5.0 16:15.8372555 20:9.16869 24:33.40866 30:175.0 31:9.0 34:72.0 35:10.0 36:476.0 37:68.0 40:0.0 41:0.0 42:12.0 43:2.0 46:27.0 47:3.0 #docid = c6ecea98d09733bddbfb8eab09de8220bf25a9a1
0 qid:23837 1:21.051731 2:14.818112 8:2005.0 9:2.0 10:7.0 16:15.8372555 20:24.541195000000002 24:39.479202 30:48.0 31:0.0 34:18.0 35:2.0 36:1000.0 37:154.0 40:0.0 41:0.0 42:16.0 43:3.0 46:0.0 47:0.0 #docid = a65bcf182e1ab60c019244aaf2c5aa2c96a660fb
0 qid:23837 1:10.702631 2:7.116347 8:2004.0 9:1.0 10:1.0 16:15.8372555 20:24.541195000000002 24:7.5933485 30:227.0 31:8.0 34:43.0 35:5.0 36:951.0 37:134.0 40:20.0 41:3.0 42:14.0 43:2.0 46:27.0 47:3.0 #docid = 900574e42eb5b7e602fcbb029b821448a698b129
0 qid:23837 1:7.5793 2:7.368026700000001 8:1990.0 9:1.0 10:3.0 16:15.8372555 20:9.16869 24:15.942927 30:972.0 31:0.0 34:23.0 35:5.0 36:639.0 37:103.0 40:0.0 41:0.0 42:11.0 43:3.0 46:17.0 47:2.0 #docid = 74be5e9261ba8fb4c1c08c25c4aea69d69d6b7ed
0 qid:23837 1:8.777792 2:7.779366499999999 8:1993.0 9:1.0 10:1.0 16:15.8372555 20:24.541195000000002 24:7.5933485 30:325.0 31:0.0 34:86.0 35:10.0 36:757.0 37:104.0 40:29.0 41:4.0 42:47.0 43:8.0 46:9.0 47:1.0 #docid = e3c3934a8ca44ecc874752ed9fe49fc21f02a595
0 qid:23837 1:9.458203999999999 2:11.417627 8:2005.0 9:1.0 10:4.0 16:15.8372555 20:24.541195000000002 24:30.373394 30:71.0 31:20.0 34:70.0 35:8.0 36:1068.0 37:147.0 40:33.0 41:5.0 42:19.0 43:3.0 46:9.0 47:1.0 #docid = 8cf92eb7ba51884bd9766a59acb1470a7e49f2ad
1 qid:23837 1:21.677425 2:7.6022935 8:1989.0 9:3.0 10:1.0 16:15.8372555 20:24.541195000000002 24:7.5933485 30:16.0 31:1.0 34:42.0 35:3.0 36:755.0 37:117.0 40:16.0 41:3.0 42:17.0 43:3.0 46:17.0 47:2.0 #docid = 6286041da5f1c5cb87211250d5c4f002f105c472
0 qid:23837 1:9.458203999999999 2:0.0 8:1969.0 9:1.0 10:0.0 16:15.8372555 20:24.541195000000002 24:0.0 30:151.0 31:0.0 34:61.0 35:7.0 36:1534.0 37:251.0 40:33.0 41:4.0 42:14.0 43:3.0 46:9.0 47:1.0 #docid = fb5184bc15b82bc60a7b29c5af9b82be3026d636
0 qid:23837 1:6.9681 2:0.0 8:1974.0 9:1.0 10:0.0 16:15.8372555 20:24.541195000000002 24:0.0 30:656.0 31:0.0 34:59.0 35:7.0 36:449.0 37:72.0 40:28.0 41:5.0 42:41.0 43:6.0 46:9.0 47:1.0 #docid = 35820013d9fd25916bef0462dddd1ac55712dda8
1 qid:23837 1:8.308031 2:0.0 8:2010.0 9:1.0 10:0.0 16:15.8372555 20:24.541195000000002 24:0.0 30:104.0 31:0.0 34:14.0 35:3.0 36:1656.0 37:281.0 40:0.0 41:0.0 42:12.0 43:3.0 46:17.0 47:2.0 #docid = 463d8c00c8bf8ff6cd6ffd9b8e14239e0967e2ca
1 qid:23837 1:10.702631 2:13.351598000000001 8:2002.0 9:1.0 10:9.0 16:15.8372555 20:24.541195000000002 24:68.34013 30:71.0 31:0.0 34:33.0 35:5.0 36:578.0 37:89.0 40:0.0 41:0.0 42:26.0 43:4.0 46:17.0 47:2.0 #docid = a15efc585764c1acc21048beb3cf206e2e9768f5
0 qid:23837 1:9.105305 2:7.6022935 8:2005.0 9:1.0 10:1.0 16:15.8372555 20:24.541195000000002 24:7.5933485 30:206.0 31:1.0 34:74.0 35:9.0 36:776.0 37:109.0 40:36.0 41:5.0 42:33.0 43:4.0 46:9.0 47:1.0 #docid = 99d70df3ca706aba7dd9ec79c2415c7225952a55
0 qid:23837 1:9.458203999999999 2:7.6022935 8:2015.0 9:1.0 10:1.0 16:15.8372555 20:9.16869 24:7.5933485 30:16.0 31:36.0 34:74.0 35:8.0 36:847.0 37:119.0 40:34.0 41:5.0 42:13.0 43:2.0 46:9.0 47:1.0 #docid = 5b63ff22277352bf9b5e013c3ce54e981350778d
0 qid:23837 1:7.9269524 2:6.8273964000000005 8:2000.0 9:1.0 10:6.0 16:15.8372555 20:9.16869 24:31.885855 30:593.0 31:0.0 34:18.0 35:4.0 36:2540.0 37:377.0 40:36.0 41:5.0 42:18.0 43:3.0 46:9.0 47:1.0 #docid = ff531179c8f4421aa054d678c42c2ccf23b1ef15
0 qid:23837 1:7.9269524 2:18.145193 8:2014.0 9:1.0 10:5.0 16:15.8372555 20:9.16869 24:28.850586 30:92.0 31:0.0 34:19.0 35:4.0 36:216.0 37:36.0 40:0.0 41:0.0 42:13.0 43:2.0 46:10.0 47:1.0 #docid = 505f3c93b5c4a5326e5882f891a8790ab9b468f1
0 qid:23837 1:8.777792 2:11.332858 8:2018.0 9:1.0 10:3.0 16:15.8372555 20:24.541195000000002 24:18.221966000000002 30:18.0 31:6.0 34:77.0 35:10.0 36:1336.0 37:215.0 40:98.0 41:12.0 42:11.0 43:2.0 46:16.0 47:2.0 #docid = 994c02b2021d335cf102e1b87eee9c34b190cac6
0 qid:23837 1:9.839564 2:0.0 8:1985.0 9:1.0 10:0.0 16:15.8372555 20:24.541195000000002 24:0.0 30:187.0 31:0.0 34:53.0 35:7.0 36:1529.0 37:243.0 40:0.0 41:0.0 42:41.0 43:6.0 46:19.0 47:2.0 #docid = b34d4ff0ea6d5a0ca35798a33c2da2de637efe97
0 qid:23837 1:8.777792 2:6.9678826 8:2008.0 9:1.0 10:1.0 16:15.8372555 20:24.541195000000002 24:7.5933485 30:83.0 31:18.0 34:78.0 35:10.0 36:974.0 37:138.0 40:33.0 41:4.0 42:16.0 43:3.0 46:9.0 47:1.0 #docid = 20b898c0b098a7b958f19394c0e91f540c53ec2b
0 qid:23837 1:10.252967 2:8.578625 8:2004.0 9:1.0 10:1.0 16:15.8372555 20:24.541195000000002 24:7.5933485 30:177.0 31:20.0 34:47.0 35:6.0 36:536.0 37:72.0 40:28.0 41:4.0 42:31.0 43:4.0 46:9.0 47:1.0 #docid = c970c10f8d78f89a37bfeee2e2e6b08aad8fbfae
1 qid:23837 1:8.308031 2:7.806685400000001 8:1968.0 9:1.0 10:3.0 16:15.8372555 20:24.541195000000002 24:15.942927 30:745.0 31:0.0 34:22.0 35:3.0 36:424.0 37:66.0 40:0.0 41:0.0 42:36.0 43:6.0 46:17.0 47:2.0 #docid = ddf9b445237624ec0b475cace671867104611736
0 qid:23837 1:8.308031 2:7.45177 8:1996.0 9:1.0 10:3.0 16:15.8372555 20:24.541195000000002 24:15.942927 30:4038.0 31:9.0 34:15.0 35:3.0 36:666.0 37:100.0 40:28.0 41:4.0 42:75.0 43:10.0 46:18.0 47:2.0 #docid = 81c681cbed86579db06547578fce31d1d8c854b9
0 qid:23837 1:19.120499 2:17.822445000000002 8:2014.0 9:2.0 10:8.0 16:15.8372555 20:24.541195000000002 24:51.63063 30:1.0 31:0.0 34:43.0 35:4.0 36:1361.0 37:212.0 40:10.0 41:2.0 42:10.0 43:2.0 46:9.0 47:1.0 #docid = b61145cba2cc21b90fb505b5dbd81ffc9dfb7681
0 qid:23837 1:10.702631 2:11.675213000000001 8:2002.0 9:1.0 10:5.0 16:15.8372555 20:9.16869 24:37.966743 30:66.0 31:0.0 34:36.0 35:5.0 36:1221.0 37:165.0 40:17.0 41:3.0 42:11.0 43:2.0 46:9.0 47:1.0 #docid = 31fd4426d84108717a2e7dda33a73f86cdf823b2
0 qid:23837 1:0.0 2:0.0 8:1989.0 9:0.0 10:0.0 16:15.8372555 20:24.541195000000002 24:0.0 30:309.0 31:0.0 34:12.0 35:2.0 36:964.0 37:141.0 40:35.0 41:4.0 42:25.0 43:5.0 46:9.0 47:1.0 #docid = 8b1053031bcd8798c2eb1f1536f1308221232088
0 qid:23837 1:7.9269524 2:8.534611 8:1999.0 9:1.0 10:5.0 16:15.8372555 20:24.541195000000002 24:26.571545 30:436.0 31:2.0 34:24.0 35:4.0 36:330.0 37:49.0 40:0.0 41:0.0 42:27.0 43:4.0 46:27.0 47:3.0 #docid = 8a57e7c8ec4cf7c055da296664942ef5b9095b3b
0 qid:23837 1:8.777792 2:9.193798 8:2001.0 9:1.0 10:3.0 16:15.8372555 20:24.541195000000002 24:22.780045 30:88.0 31:30.0 34:82.0 35:8.0 36:1801.0 37:268.0 40:37.0 41:5.0 42:13.0 43:2.0 46:9.0 47:1.0 #docid = fce20c1bacb481205e441928429b3da0c4994da2
0 qid:23837 1:9.105305 2:5.8663940000000006 8:1962.0 9:1.0 10:1.0 16:15.8372555 20:24.541195000000002 24:7.5933485 30:884.0 31:0.0 34:73.0 35:10.0 36:1435.0 37:219.0 40:25.0 41:3.0 42:36.0 43:5.0 46:9.0 47:1.0 #docid = 4d92f9c9926cdd43558e734361c87349a31356f2
0 qid:23837 1:6.9681 2:6.833972 8:2005.0 9:1.0 10:2.0 16:15.8372555 20:24.541195000000002 24:10.628618 30:819.0 31:45.0 34:42.0 35:7.0 36:567.0 37:86.0 40:30.0 41:4.0 42:35.0 43:6.0 46:9.0 47:1.0 #docid = fffc42bfae388f857021fe3539ea4142ca74ac8b
1 qid:23837 1:10.702631 2:8.260372 8:1990.0 9:1.0 10:1.0 16:15.8372555 20:24.541195000000002 24:7.5933485 30:80.0 31:0.0 34:38.0 35:5.0 36:624.0 37:87.0 40:32.0 41:3.0 42:21.0 43:3.0 46:9.0 47:1.0 #docid = d55683fd22cff94057619678fa94fa655fb1d0ed
0 qid:23837 1:10.702631 2:7.9561205 8:2002.0 9:1.0 10:2.0 16:15.8372555 20:24.541195000000002 24:15.186697 30:75.0 31:0.0 34:49.0 35:5.0 36:1688.0 37:261.0 40:0.0 41:0.0 42:18.0 43:3.0 46:17.0 47:2.0 #docid = 5b06a4e6e1a98859161b0b8ceeb9c2492941e67d
0 qid:24365 1:11.9631405 2:11.080784 8:2010.0 9:2.0 10:3.0 16:14.231573000000001 20:28.954882 24:14.628734 30:158.0 31:60.0 34:117.0 35:13.0 36:848.0 37:105.0 40:21.0 41:3.0 42:111.0 43:18.0 46:28.0 47:3.0 #docid = ca8a9a86e54ad35c20a66be59f8d4189222750c5
0 qid:24365 1:15.904822 2:13.200301999999999 8:1999.0 9:3.0 10:6.0 16:14.231573000000001 20:28.954882 24:31.272812 30:59.0 31:0.0 34:63.0 35:8.0 36:1119.0 37:176.0 40:10.0 41:1.0 42:21.0 43:3.0 46:11.0 47:1.0 #docid = 947833bef0f6745648c6206fd7861ba3100fa3e8
0 qid:24365 1:9.741354 2:6.3056209999999995 8:1986.0 9:1.0 10:1.0 16:14.231573000000001 20:28.954882 24:6.219807599999999 30:219.0 31:0.0 34:42.0 35:6.0 36:633.0 37:97.0 40:22.0 41:2.0 42:17.0 43:3.0 46:28.0 47:3.0 #docid = 336290a6e9493786b7ba50f0e7a58a2d01a68591
0 qid:24365 1:8.650959 2:13.053842999999999 8:2007.0 9:1.0 10:5.0 16:14.231573000000001 20:28.954882 24:29.083694 30:39.0 31:34.0 34:57.0 35:8.0 36:814.0 37:116.0 40:32.0 41:4.0 42:36.0 43:6.0 46:9.0 47:1.0 #docid = ee91777913633ee9167ab53316741b4f0ac02073
0 qid:24365 1:9.348578999999999 2:0.0 8:2000.0 9:1.0 10:0.0 16:14.231573000000001 20:28.954882 24:0.0 30:85.0 31:22.0 34:53.0 35:7.0 36:322.0 37:45.0 40:26.0 41:3.0 42:13.0 43:2.0 46:11.0 47:1.0 #docid = 4440de040eb562c072f1a30e9a69a530d70491f1
0 qid:24365 1:12.793875 2:13.764738000000001 8:2015.0 9:2.0 10:8.0 16:14.231573000000001 20:28.954882 24:41.697083 30:18.0 31:11.0 34:77.0 35:11.0 36:1426.0 37:201.0 40:9.0 41:1.0 42:12.0 43:2.0 46:11.0 47:1.0 #docid = 250c1ec468deef1cded3f4c19511756de7bd65f6
0 qid:24365 1:9.741354 2:7.8978505000000006 8:1989.0 9:1.0 10:2.0 16:14.231573000000001 20:28.954882 24:12.439615 30:163.0 31:0.0 34:53.0 35:6.0 36:782.0 37:116.0 40:40.0 41:5.0 42:24.0 43:4.0 46:11.0 47:1.0 #docid = 613e353213f0ea23b0c03809434617a61a5f61f8
0 qid:24365 1:13.254064000000001 2:8.902805 8:2012.0 9:2.0 10:2.0 16:14.231573000000001 20:28.954882 24:10.424271000000001 30:245.0 31:0.0 34:77.0 35:9.0 36:1022.0 37:144.0 40:55.0 41:6.0 42:59.0 43:8.0 46:11.0 47:1.0 #docid = 18a82f2f3625dc7f773e88575da250879afb9403
0 qid:24365 1:11.586958000000001 2:12.568732 8:2014.0 9:2.0 10:5.0 16:14.231573000000001 20:28.954882 24:27.06835 30:59.0 31:0.0 34:103.0 35:12.0 36:1330.0 37:178.0 40:26.0 41:3.0 42:36.0 43:6.0 46:11.0 47:1.0 #docid = dd8fe50d6b5a21b1e82d06120118b2e6b2466491
1 qid:24365 1:9.741354 2:6.8798594 8:2002.0 9:1.0 10:1.0 16:14.231573000000001 20:28.954882 24:6.219807599999999 30:208.0 31:67.0 34:45.0 35:6.0 36:421.0 37:67.0 40:0.0 41:0.0 42:14.0 43:2.0 46:11.0 47:1.0 #docid = fb28d4a3088a8487459fc6a3b720363f12bec952
0 qid:24365 1:16.160482000000002 2:16.030373 8:1996.0 9:2.0 10:11.0 16:14.231573000000001 20:28.954882 24:50.279785 30:99.0 31:0.0 34:42.0 35:5.0 36:301.0 37:30.0 40:0.0 41:0.0 42:18.0 43:3.0 46:8.0 47:1.0 #docid = 1e882c37298f38c2dac23f3bf604e2de94b7a549
0 qid:24365 1:8.650959 2:12.425568 8:2003.0 9:1.0 10:5.0 16:14.231573000000001 20:28.954882 24:29.083694 30:172.0 31:6.0 34:56.0 35:9.0 36:997.0 37:142.0 40:10.0 41:1.0 42:48.0 43:8.0 46:11.0 47:1.0 #docid = 59374a7a37278d2ba1138a877f86d546e45022cc
0 qid:24365 1:13.748593 2:9.91521 8:2008.0 9:2.0 10:3.0 16:14.231573000000001 20:28.954882 24:14.628734 30:45.0 31:0.0 34:72.0 35:9.0 36:1023.0 37:154.0 40:32.0 41:4.0 42:71.0 43:10.0 46:9.0 47:1.0 #docid = 88d6f768d1514e6112a6b335a0248cfc64f883e1
0 qid:24365 1:17.714275 2:15.580867000000001 8:2000.0 9:2.0 10:9.0 16:14.231573000000001 20:28.954882 24:43.8862 30:92.0 31:0.0 34:27.0 35:3.0 36:653.0 37:74.0 40:0.0 41:0.0 42:28.0 43:5.0 46:8.0 47:1.0 #docid = f6e1c7c56d91efdcf7b75f4ca382822c65bf8d28
0 qid:24365 1:8.986249 2:4.2015066 8:2002.0 9:1.0 10:1.0 16:14.231573000000001 20:28.954882 24:6.219807599999999 30:450.0 31:11.0 34:56.0 35:8.0 36:1761.0 37:258.0 40:29.0 41:4.0 42:97.0 43:15.0 46:8.0 47:1.0 #docid = f35afa446220986b063061a4458eb922c43e1a4a
0 qid:24365 1:9.348578999999999 2:6.452385400000001 8:2004.0 9:1.0 10:2.0 16:14.231573000000001 20:28.954882 24:12.439615 30:182.0 31:166.0 34:56.0 35:7.0 36:1604.0 37:240.0 40:0.0 41:0.0 42:13.0 43:2.0 46:11.0 47:1.0 #docid = 90e1027764d71d4b5343de2c13380013fe589da8
1 qid:24365 1:13.254064000000001 2:13.156132000000001 8:2017.0 9:2.0 10:6.0 16:14.231573000000001 20:13.902545000000002 24:29.257467 30:42.0 31:0.0 34:80.0 35:10.0 36:969.0 37:135.0 40:26.0 41:3.0 42:46.0 43:9.0 46:11.0 47:1.0 #docid = fc2f2d76fe002a728965a6852ace87e5558b0645
