paper_sha,min_hindex,avg_hindex,max_hindex,min_authorpapers,avg_authorpapers,max_authorpapers,min_i10index,avg_i10index,max_i10index,min_numcitations,avg_numcitations,max_numcitations,num_hclass_L,num_hclass_H
ed7446af400d8bb5fe0881dc0aaa86b1940848d5,14.0,29.142857142857142,59.0,26.0,118.85714285714286,277.0,15.0,56.42857142857143,154.0,828.0,4542.714285714285,15192.0,0,7
baa776c75062e0506a8e739fda10dc409e340aad,60.0,60.0,60.0,275.0,275.0,275.0,120.0,120.0,120.0,15642.0,15642.0,15642.0,0,1
0572e4cb844a1ca04bd3c555e38accab84e11c4b,8.0,9.5,11.0,30.0,53.0,76.0,8.0,9.5,11.0,1093.0,1743.0,2393.0,1,1
bdaaed5017c77bc722555e4bb37a03ec711eba23,23.0,23.0,23.0,76.0,76.0,76.0,31.0,31.0,31.0,5614.0,5614.0,5614.0,0,1
f448a3d93c31fcc66ae620a24db3a1c6f3ab6298,15.0,25.0,35.0,35.0,144.0,276.0,16.0,41.666666666666664,57.0,3510.0,5076.666666666667,7852.0,0,3
8da26b27d092807f704a91446494cc1a53ad2d15,24.0,25.5,27.0,81.0,82.0,83.0,29.0,33.5,38.0,4704.0,5468.0,6232.0,0,2
3fef4d945d5ec2a8e5f2da0ce34b29d5c2cd3fb9,7.0,7.0,7.0,20.0,20.0,20.0,6.0,6.0,6.0,155.0,155.0,155.0,1,0
1d5b0ad40875c4f25bb4361a876324e434ecf2ed,16.0,29.0,42.0,66.0,99.0,132.0,22.0,48.5,75.0,1322.0,4507.5,7693.0,0,2
2b005bbe20b89125b9822a42d9939494e1b433ed,2.0,27.57894736842105,90.0,11.0,200.8421052631579,890.0,2.0,85.0,493.0,147.0,4863.526315789473,31523.0,4,15
1f78551bd2d5aff69be860692e719fc01933503a,1.0,8.2,22.0,1.0,22.8,67.0,1.0,9.8,34.0,218.0,605.0,1753.0,4,1
9778a6b51aee2453a3a1fb0bc1bacc6a40c9949f,10.0,15.0,20.0,19.0,36.0,53.0,9.0,19.0,29.0,254.0,674.5,1095.0,0,2
0fb2374bf367ce7a243d9db00a57574ef2cc6a3e,6.0,13.625,23.0,20.0,104.0,274.0,2.0,27.75,76.0,82.0,841.25,2124.0,3,5
0940e70d9d7ae49cab612c8f5c22957601152aa7,6.0,6.0,6.0,53.0,53.0,53.0,1.0,1.0,1.0,91.0,91.0,91.0,1,0
b925e51a867c5c5e6593f809141af7b920c49acc,3.0,3.0,3.0,9.0,9.0,9.0,1.0,1.0,1.0,55.0,55.0,55.0,1,0
c1931312e5485988ef28bd565a0d1a1b0cae80b1,1.0,6.111111111111111,19.0,2.0,30.333333333333332,145.0,1.0,5.666666666666667,25.0,74.0,314.1111111111111,1165.0,7,2
a039bd557d7a55f2dfc22c6337384b0da3f71181,4.0,7.0,10.0,10.0,18.0,26.0,4.0,7.0,10.0,76.0,142.0,208.0,1,1
56f2c19e7ac9b86eb66ec9a26aeb6c5e520ffd8e,3.0,7.333333333333333,10.0,15.0,26.0,37.0,2.0,7.0,10.0,75.0,257.3333333333333,413.0,2,1
57207587f1d13419e0a80c7474ed20dd1255221d,15.0,19.0,23.0,76.0,95.0,114.0,18.0,34.0,50.0,817.0,1350.0,1883.0,0,2
98c586f24004b61502aee27439d779e0d485b4f1,8.0,8.0,8.0,55.0,55.0,55.0,7.0,7.0,7.0,195.0,195.0,195.0,1,0
2d12044fa00346550935d01d056c686724689b9f,4.0,4.0,4.0,36.0,36.0,36.0,3.0,3.0,3.0,122.0,122.0,122.0,1,0
9548ee151233683bbbf90f8bd47cac6956810252,13.0,13.0,13.0,162.0,162.0,162.0,14.0,14.0,14.0,621.0,621.0,621.0,0,1
474db1bda3810cdedc3c5ce104d0e7a8af0184e0,18.0,22.5,27.0,62.0,72.0,82.0,23.0,27.5,32.0,2611.0,3949.5,5288.0,0,2
6c6fc8896569067cf30b0f2349933c7462809912,1.0,9.0,20.0,3.0,48.111111111111114,96.0,1.0,10.11111111111111,37.0,25.0,368.8888888888889,1213.0,6,3
832fdc22dc1579845b6ab55bad818fae1bc83420,4.0,10.833333333333334,16.0,22.0,108.33333333333333,333.0,3.0,16.666666666666668,37.0,67.0,662.3333333333334,1067.0,2,4
37223668c8cd49cd45a3baa2e94da647da22fa4f,2.0,9.625,28.0,3.0,45.75,159.0,0.0,13.25,57.0,4.0,567.5,2840.0,4,4
8d951f86f63402c048a231b9c603bcf9ccdc1ca3,17.0,20.0,24.0,76.0,104.66666666666667,161.0,21.0,37.333333333333336,62.0,1267.0,2216.3333333333335,2775.0,0,3
5d88430ae94218be19d2c02997e6119cb057b73d,2.0,6.888888888888889,14.0,2.0,40.111111111111114,128.0,1.0,7.0,21.0,100.0,264.44444444444446,668.0,7,2
d71047926fe46b275326b25a59bb8b30cec470fc,4.0,26.25,63.0,6.0,125.25,332.0,4.0,57.166666666666664,156.0,648.0,4487.083333333333,13091.0,4,8
4d0f8bf37cf9c0bdade43b0cf439fa14284fd4d5,20.0,20.0,20.0,156.0,156.0,156.0,37.0,37.0,37.0,1414.0,1414.0,1414.0,0,1
8fd7e9feebd78234f972d2ba39002ea1d8b01cae,2.0,14.0,26.0,2.0,97.0,192.0,2.0,30.0,58.0,690.0,2850.0,5010.0,1,1
c6aa8cdbdbf2fd61c41f74595a26a6468b5305cf,7.0,10.5,14.0,34.0,79.5,125.0,5.0,11.0,17.0,183.0,651.0,1119.0,1,1
f7506dec1bd3b4473f31deff75f8fdd14702a27f,11.0,11.5,12.0,24.0,32.5,41.0,11.0,12.5,14.0,525.0,754.5,984.0,0,2
d8a61a332d5fa2edfc293469e8b8b77b381ab9d8,38.0,40.5,43.0,123.0,135.0,147.0,63.0,67.0,71.0,11257.0,13178.5,15100.0,0,2
b6d948dab0a25218b6b28e467f1fa2067499ce9f,22.0,31.0,40.0,116.0,209.5,303.0,36.0,69.5,103.0,2267.0,3825.5,5384.0,0,2
d3a46e4e268854dd405c0be433a27568ce70499f,16.0,16.0,16.0,156.0,156.0,156.0,25.0,25.0,25.0,778.0,778.0,778.0,0,1
505ae0232a6b59786ce8ed61af98573c68f69b92,10.0,15.0,24.0,20.0,67.66666666666667,152.0,10.0,22.333333333333332,45.0,2084.0,2795.3333333333335,4055.0,0,3
f452444d1b5d22d4fbc67cb6e551cc21efacce88,28.0,28.0,28.0,163.0,163.0,163.0,67.0,67.0,67.0,3240.0,3240.0,3240.0,0,1
642baec9df2c88ca870ba0f497f277b5f203b608,21.0,42.0,62.0,75.0,180.33333333333334,357.0,29.0,96.33333333333333,184.0,1630.0,11276.666666666666,24289.0,0,3
0f315cd34284d50ef540cc1ce80fd33bcad6c971,1.0,10.3,32.0,2.0,99.1,409.0,0.0,19.1,113.0,5.0,683.4,3933.0,4,6
58c3a33328d1cfb24229127f34564ef7a488b993,4.0,5.333333333333333,6.0,7.0,12.0,20.0,2.0,3.3333333333333335,4.0,89.0,104.66666666666667,132.0,3,0
882dae7a7a0048dddb6e7923e27012cf3a817e92,41.0,41.0,41.0,223.0,223.0,223.0,117.0,117.0,117.0,9816.0,9816.0,9816.0,0,1
db93109e1262b8dc1ca02fc9ab00e96a5465c95a,4.0,13.833333333333334,21.0,6.0,33.833333333333336,71.0,3.0,16.833333333333332,25.0,181.0,937.6666666666666,2129.0,1,5
ab03addfe128b9aa021045389486b7c58539ac7a,2.0,13.75,43.0,4.0,129.6875,1062.0,1.0,38.3125,276.0,40.0,2235.6875,10057.0,9,7
0b27f1fe1b7c72b07906738f539767c9831d36ce,9.0,13.0,17.0,22.0,68.5,115.0,9.0,20.0,31.0,686.0,738.5,791.0,1,1
a0d89b3fb84f49a8067f56a0e2cbe9ed12039044,5.0,15.0,25.0,41.0,89.0,137.0,3.0,22.0,41.0,278.0,1534.5,2791.0,1,1
b6db3ce65832bbe730d7f185358e271a00e47cd6,5.0,9.333333333333334,17.0,16.0,49.0,113.0,1.0,13.333333333333334,34.0,54.0,349.6666666666667,890.0,2,1
aa6971f926ed7f32179a8ac6afe83c1320481fb7,14.0,38.5,86.0,58.0,236.75,708.0,16.0,128.0,400.0,1385.0,10680.75,34064.0,0,4
d4095c2d91068c3f5c96f305c7cb32f6c87d47c4,4.0,21.142857142857142,35.0,9.0,139.28571428571428,261.0,3.0,40.714285714285715,90.0,316.0,2501.1428571428573,4942.0,2,5
10b0693b1f5fe596808c88b9cb14ea8ebc87654c,9.0,18.2,28.0,22.0,61.2,94.0,9.0,27.8,50.0,366.0,1243.6,2801.0,1,4
1061d0262c0995d1473c666b624ae64690b6c427,11.0,11.0,11.0,797.0,797.0,797.0,12.0,12.0,12.0,465.0,465.0,465.0,0,1
a617929d4200895e54ebfeec1a1af7a5eebb9da4,21.0,23.0,25.0,67.0,75.5,84.0,31.0,31.0,31.0,4200.0,4833.0,5466.0,0,2
1876c2775e3572ed13eef02c683d02b497834571,2.0,3.75,6.0,7.0,10.75,14.0,0.0,1.5,3.0,5.0,34.5,63.0,4,0
ebded89df9fa113da24ef71570430f64a143a7e3,2.0,2.0,2.0,9.0,9.0,9.0,2.0,2.0,2.0,224.0,224.0,224.0,1,0
8f301e1ee6741bb8fdc0e6542c6eb43e75fd9ec7,18.0,20.75,23.0,64.0,146.0,271.0,25.0,36.75,50.0,903.0,1258.25,1720.0,0,4
6c22e9a8138ce99bc7f6b723fb7e2df5a68e889e,4.0,4.0,4.0,66.0,66.0,66.0,0.0,0.0,0.0,36.0,36.0,36.0,1,0
d04ab3a760a157c4f1dd4a8e4397376df4c63c15,14.0,19.5,25.0,41.0,78.0,115.0,16.0,27.5,39.0,2143.0,2548.0,2953.0,0,2
31900b62fabf7da87573e93e473dd72cc68f24fa,13.0,24.333333333333332,40.0,45.0,153.33333333333334,360.0,17.0,57.333333333333336,127.0,754.0,3205.3333333333335,6084.0,0,3
7efd296508ab1dd4567a61fe7d5a469c05144bbf,8.0,20.333333333333332,54.0,14.0,86.33333333333333,297.0,7.0,30.583333333333332,101.0,1117.0,3627.6666666666665,9607.0,2,10
fea13dcb73f9754ca498ef700769ec21793e6870,2.0,12.0,24.0,3.0,84.25,158.0,0.0,20.0,52.0,10.0,778.75,1853.0,2,2
a12678559814e764953e4613c1496e178c6250cd,2.0,4.0,8.0,8.0,35.6,70.0,0.0,2.0,5.0,3.0,97.8,209.0,5,0
afa327a1a1f8dbad466ebe04628cae70b547f9ec,4.0,15.0,26.0,17.0,74.5,132.0,2.0,19.0,36.0,964.0,4184.0,7404.0,1,1
7f1a3a22c61035c75183c93a2475400bf01bc2f7,8.0,10.0,12.0,36.0,73.0,133.0,6.0,9.0,12.0,301.0,456.0,672.0,1,2
983d33f403f4560e3f03efa4fe9d01a1f01831fb,34.0,36.0,38.0,222.0,302.5,383.0,76.0,106.0,136.0,3985.0,4825.0,5665.0,0,2
409090a8fa7edfededc03c396a16f6f57144270c,3.0,15.666666666666666,27.0,8.0,99.0,195.0,1.0,25.666666666666668,43.0,588.0,2118.6666666666665,4040.0,1,2
b3e904a7860d7656137f5e60efa676d5ce140048,3.0,3.0,3.0,114.0,114.0,114.0,0.0,0.0,0.0,31.0,31.0,31.0,1,0
ba575d984e2c6e6cf6fab7705c57f3f88e09225a,13.0,48.375,70.0,50.0,286.375,668.0,16.0,146.125,303.0,865.0,9618.375,18099.0,0,8
5e610b90c5205be2e4659f1dd5f2485d1d00991e,13.0,23.75,32.0,76.0,352.0,482.0,16.0,69.25,105.0,623.0,3281.75,6036.0,0,4
a7cd7b1eb4039a6dcfbeb7a16773963f4292020f,2.0,7.333333333333333,13.0,3.0,19.666666666666668,42.0,2.0,8.0,15.0,138.0,371.0,656.0,2,1
5a4fe89731fe127f2310daecacaeef4a6efad59f,26.0,26.0,26.0,197.0,197.0,197.0,52.0,52.0,52.0,3824.0,3824.0,3824.0,0,1
4dbf070f21a1fca3219f626606887fcb79912567,2.0,2.0,2.0,22.0,22.0,22.0,0.0,0.0,0.0,7.0,7.0,7.0,1,0
3b3eb13d66e628b4a56c3c2603b61fef89d8f8d3,2.0,3.0,4.0,7.0,22.666666666666668,39.0,0.0,0.0,0.0,2.0,14.666666666666666,24.0,3,0
ab6f611de1583b460a002a1fca3357917dc57f78,1.0,14.4,27.0,2.0,60.8,144.0,1.0,24.4,60.0,94.0,1558.6,4222.0,2,3
84041a96dd453a1be3069064f7c9e6fad605d9a0,1.0,2.0,3.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,8.0,16.0,2,0
5a30ec5a84ec4295974431ca4d828c7a1691c632,49.0,53.0,57.0,167.0,194.0,221.0,91.0,117.0,143.0,12482.0,13684.5,14887.0,0,2
90d8d71448c4fa56ba5573bbac68698e5bba2686,9.0,14.0,19.0,56.0,111.0,197.0,8.0,20.0,32.0,375.0,851.0,1409.0,1,2
3d3f789a56dca288b2c8e23ef047a2b342184950,8.0,16.666666666666668,34.0,10.0,47.666666666666664,114.0,7.0,22.333333333333332,53.0,962.0,3168.0,7529.0,2,1
f5d3c2341e1b0a2b153c84bac1f87a5154abe53f,8.0,16.5,25.0,44.0,78.5,113.0,8.0,23.0,38.0,376.0,1280.0,2184.0,1,1
61e5a4fa9d202d908df622532dc9f39190b66fcc,32.0,32.0,32.0,100.0,100.0,100.0,53.0,53.0,53.0,3841.0,3841.0,3841.0,0,1
f3c29e3ca71be2286a90f81fdd48aedfe4078c5a,8.0,9.5,11.0,13.0,33.75,46.0,8.0,9.25,11.0,312.0,658.75,1638.0,2,2
ddbd24a73ba3d74028596f393bb07a6b87a469c0,12.0,62.0,112.0,37.0,233.5,430.0,15.0,119.0,223.0,1186.0,34071.5,66957.0,0,2
19d13084ea644842e42802ec7aac2fb977ed7584,10.0,17.25,32.0,30.0,88.0,202.0,10.0,30.75,75.0,1025.0,2149.25,5112.0,0,4
d14c7e5f5cace4c925abc74c88baa474e9f31a28,9.0,55.5,138.0,21.0,275.25,783.0,9.0,150.25,440.0,4891.0,54799.25,160459.0,1,3
2512ebd21f92f0e9d5dfcf4d1dee74ec7070ad69,11.0,11.0,11.0,47.0,47.0,47.0,12.0,12.0,12.0,1137.0,1137.0,1137.0,0,1
44f09b2f5c1fda57a30d22caf475e4a08108c378,17.0,44.0,95.0,47.0,200.0,469.0,22.0,101.33333333333333,254.0,1743.0,13374.333333333334,34358.0,0,3
f63ba2600f07b38b727a77066ed5bc99fc6d50f9,1.0,14.2,41.0,1.0,64.0,156.0,1.0,24.2,82.0,191.0,1954.4,7198.0,3,2
da0a0cafdc4ac5157cf735fd3408e87fb9c1f7f6,3.0,6.666666666666667,11.0,8.0,20.333333333333332,34.0,2.0,5.333333333333333,11.0,126.0,247.66666666666666,451.0,2,1
2c0bce4f04da8b5faac4c15b32a40c7dbd9f41bb,2.0,13.166666666666666,38.0,8.0,60.666666666666664,180.0,2.0,20.666666666666668,78.0,58.0,1398.6666666666667,4930.0,3,3
bd4256c701c9c3f21cae92b6fce424d1d2fa594e,19.0,19.0,19.0,78.0,78.0,78.0,32.0,32.0,32.0,1090.0,1090.0,1090.0,0,1
0b0b771cb1b5b4d5df8dd2c6b589ed0c1f5bef9b,3.0,3.0,3.0,73.0,73.0,73.0,0.0,0.0,0.0,14.0,14.0,14.0,1,0
2fb972d1b3bdea39fce97aedd96f946a247344e3,7.0,7.0,7.0,34.0,34.0,34.0,2.0,2.0,2.0,149.0,149.0,149.0,1,0
3fe2d5c19fd0061b333b11fd87052fc9df8b31cf,2.0,5.8,17.0,6.0,31.8,115.0,0.0,7.2,30.0,4.0,280.8,1199.0,4,1
b503773d416aadf37afa9a21f8f923bcb60a56b1,1.0,2.0,3.0,2.0,12.666666666666666,24.0,0.0,0.6666666666666666,1.0,0.0,30.0,74.0,3,0
3981d38f26c52c60760bda54b792e7fceabd6c97,13.0,13.0,13.0,87.0,87.0,87.0,13.0,13.0,13.0,521.0,521.0,521.0,0,1
ad43a9001a9f8f7bf689c40ef51a0538e8755be3,1.0,1.0,1.0,1.0,16.333333333333332,36.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,3,0
3d85f1f6b6ee18d6a7c34afc7c56eb2a7bb54822,4.0,26.5,49.0,14.0,113.0,212.0,0.0,60.0,120.0,24.0,4370.0,8716.0,1,1
f0e04751c7d1c30d344eb1d41b3a86fbbef5ca7a,8.0,14.0,20.0,16.0,46.0,76.0,3.0,13.0,23.0,143.0,552.5,962.0,1,1
41d3c76a039de08e7b0d2eb9121c65b99d51341d,2.0,20.4,45.0,7.0,119.8,254.0,1.0,47.5,112.0,80.0,2001.7,5891.0,3,7
8c20cb572758b8da9854d58962d26d8f702c7c56,1.0,1.0,1.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
f9efcbad3a55fc74f97bb9e15c502e5548f6521f,6.0,15.333333333333334,23.0,19.0,115.33333333333333,239.0,3.0,25.666666666666668,55.0,551.0,2237.3333333333335,3219.0,1,2
d94fe81f83ba340fc8fb5ecf7379240da8c37057,10.0,16.11111111111111,31.0,25.0,94.55555555555556,216.0,6.0,27.11111111111111,74.0,288.0,994.7777777777778,2847.0,0,9
d2db459914550e92ccdbdbc08a388b7f3e63d8b4,5.0,9.5,18.0,28.0,77.5,188.0,3.0,12.75,37.0,84.0,370.25,1075.0,3,1
e6ed86466a1685e026edf87668791841c72b15f7,1.0,1.0,1.0,1.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
e5b1e94b072400cbd58f34a7af4a45cc3f6d679a,24.0,24.0,24.0,97.0,97.0,97.0,36.0,36.0,36.0,5438.0,5438.0,5438.0,0,1
686776cd3ea11ab8214eb4f1072d6ee28aeb8db4,8.0,44.61538461538461,79.0,31.0,361.15384615384613,899.0,8.0,137.53846153846155,347.0,5769.0,16495.615384615383,34762.0,1,12
00f1fe233881777c97ead8528324e7c807ef9dfc,11.0,11.0,11.0,33.0,33.0,33.0,12.0,12.0,12.0,442.0,442.0,442.0,0,1
34d6c8710a17a17415671cc231203e8da9f131fc,6.0,33.55172413793103,93.0,9.0,242.79310344827587,981.0,6.0,87.65517241379311,381.0,1117.0,6024.551724137931,30483.0,1,28
b3b13f3e7bff346c6116cdd9158dd81cb489dafc,2.0,14.0,41.0,4.0,74.25,243.0,0.0,22.75,81.0,2.0,1426.0,5338.0,3,1
36bb1983dceb84f33d9adcf4ef032c9b0aeed1e4,4.0,26.666666666666668,46.0,10.0,79.66666666666667,115.0,2.0,43.333333333333336,75.0,98.0,7272.333333333333,18627.0,1,2
0c9fa8107d8a3a4040811ffb8e3e621c6bd37402,33.0,70.5,108.0,110.0,268.0,426.0,48.0,163.5,279.0,5981.0,28604.5,51228.0,0,2
a3c15c65c16b5ec4cdfb037ba1c5390ac4c764a8,9.0,9.0,9.0,171.0,171.0,171.0,7.0,7.0,7.0,290.0,290.0,290.0,1,0
bb4a3343b2f6c7ee099a1f752bf264dffca786a9,3.0,8.0,17.0,4.0,78.33333333333333,224.0,2.0,13.333333333333334,36.0,92.0,609.0,1632.0,2,1
60699a68c32e0e1f2f5318423c5eed6e8e000bff,4.0,13.0,33.0,6.0,74.5,242.0,2.0,21.5,71.0,59.0,1098.0,3863.0,3,1
2bcf8027bfca0d8330bd873e01a5beff87b68e80,2.0,4.0,6.0,2.0,22.0,42.0,1.0,2.5,4.0,27.0,93.0,159.0,2,0
bb78de88f7b361faa28d1df105100a106dbb02bb,33.0,34.0,35.0,274.0,291.0,308.0,90.0,94.5,99.0,4484.0,5072.0,5660.0,0,2
a0d5a2ba7594f33a4686a06cbf6fc513d3fd7fe9,44.0,67.0,82.0,310.0,589.3333333333334,922.0,98.0,243.16666666666666,364.0,8764.0,20040.0,28932.0,0,6
b1efe271962d723069b095b45d1c623a8a5443c1,4.0,12.5,21.0,14.0,32.0,50.0,2.0,14.0,26.0,293.0,1480.5,2668.0,1,1
a152a0138f06047a484cf10b077e6be2c9bb8b67,14.0,14.0,14.0,93.0,93.0,93.0,16.0,16.0,16.0,1111.0,1111.0,1111.0,0,1
0e0c5d868d84908bb7a26c27c1aedea43fdc493d,3.0,9.8,22.0,11.0,42.2,120.0,1.0,11.0,33.0,38.0,1141.4,4360.0,3,2
1ddd8a153cf6965432cb6a4b78683d108b47d560,13.0,14.5,16.0,75.0,134.0,193.0,18.0,19.0,20.0,985.0,1060.5,1136.0,0,2
d258e545e04ca2d114709aded15f50748cd85a51,2.0,2.0,2.0,7.0,7.0,7.0,1.0,1.0,1.0,19.0,19.0,19.0,1,0
7c1dd072138c9df0a1be415ff0ef8742831bd37c,7.0,14.5,23.0,72.0,207.5,413.0,4.0,26.75,64.0,215.0,1099.0,2561.0,1,3
8f232e7b24d03b299ef1dc99ef5ed532c843308e,28.0,28.0,28.0,123.0,123.0,123.0,52.0,52.0,52.0,5295.0,5295.0,5295.0,0,1
9f9c2c167d230571e3f3f29ed355367f6d588c9e,25.0,25.0,25.0,81.0,81.0,81.0,38.0,38.0,38.0,4510.0,4510.0,4510.0,0,1
774ec489ba389bab4bcf5f3c5c3ec0cd49e2e9a6,1.0,15.028571428571428,94.0,1.0,143.65714285714284,2028.0,1.0,43.05714285714286,437.0,617.0,3720.057142857143,33897.0,21,14
73faf9809a29fa0859f118cd98b9be5caed26158,1.0,6.967741935483871,17.0,3.0,36.32258064516129,182.0,1.0,6.032258064516129,29.0,13.0,210.06451612903226,1033.0,23,8
d7c3098f185b67cd249b270544058a1b159653f8,9.0,9.0,9.0,19.0,19.0,19.0,8.0,8.0,8.0,548.0,548.0,548.0,1,0
3171ec184b5fec0bc7b47356ad74d8598e858ddc,4.0,41.333333333333336,107.0,7.0,174.66666666666666,495.0,3.0,110.66666666666667,314.0,311.0,26800.0,78084.0,1,2
192b002523352aacd7cd6caf3f312f64858a1421,10.0,25.25,55.0,48.0,228.625,771.0,10.0,75.875,312.0,247.0,3607.125,17823.0,0,8
31711dfe476624bd88abcae3987eeea5e74c175f,10.0,15.0,20.0,35.0,111.0,187.0,10.0,29.5,49.0,1952.0,2346.0,2740.0,0,2
9d2f30fa75ae8600f0cdc0b2086e20277b6573b1,2.0,5.333333333333333,11.0,4.0,132.0,373.0,0.0,4.333333333333333,13.0,9.0,225.33333333333334,647.0,2,1
0a73742541e44f24ecf395fec2f095b4568d4018,3.0,3.5,4.0,57.0,84.5,112.0,1.0,1.0,1.0,37.0,39.0,41.0,2,0
5e909230edb651ce77cbb6eac829ab5d465c9fc5,9.0,30.0,60.0,29.0,152.66666666666666,383.0,9.0,78.33333333333333,203.0,871.0,7138.333333333333,18332.0,1,2
6bdc25e44703148030762c5de33b8c14737cdfb9,4.0,25.0,46.0,7.0,83.0,159.0,3.0,50.0,97.0,342.0,4684.0,9026.0,1,1
f596ee10048b614cdba44740c1c2ab027821aae4,39.0,49.5,60.0,131.0,296.0,461.0,61.0,125.5,190.0,14157.0,15498.0,16839.0,0,2
a3452f0b50e6e7529beaddc1fbf09432a138e765,4.0,10.5,17.0,9.0,95.5,182.0,3.0,17.0,31.0,142.0,520.5,899.0,1,1
129ff571057e9397c3ce656e1fc174ad13bef575,1.0,7.208333333333333,37.0,4.0,48.166666666666664,420.0,1.0,10.916666666666666,132.0,14.0,398.0833333333333,5626.0,19,5
82253ab103d9702fde4d4facfcc742f0b7898034,9.0,22.0,35.0,26.0,79.0,132.0,8.0,31.0,54.0,644.0,5074.5,9505.0,1,1
87c1f66bc284565b1728651696b532fc3bd2c805,2.0,12.0,22.0,2.0,36.0,70.0,2.0,15.0,28.0,735.0,1657.0,2579.0,1,1
d2e7d37dac6b9eb313bd7918f162485111608bea,11.0,29.5,49.0,33.0,201.0,367.0,11.0,79.0,168.0,1341.0,4591.5,8694.0,0,4
8c04ef892d4af8c223babbdc2f688a8318359b8c,2.0,31.652173913043477,222.0,4.0,193.95652173913044,2252.0,2.0,109.04347826086956,1539.0,167.0,13152.91304347826,185199.0,7,16
e4e35f7150db8c3828dd6089c6dc0dc7f0b56bdd,67.0,72.0,77.0,396.0,486.0,576.0,197.0,226.0,255.0,18212.0,21902.0,25592.0,0,2
363d105f439431ae40539b573f657a63da9d764d,9.0,9.0,9.0,34.0,34.0,34.0,5.0,5.0,5.0,194.0,194.0,194.0,1,0
5ebded530100e94bf46ac27418afc64e04db91c0,2.0,2.0,2.0,31.0,31.0,31.0,0.0,0.0,0.0,2.0,2.0,2.0,1,0
7f65c96042808df6f03ef683445ea8c0c603222c,10.0,10.0,10.0,174.0,174.0,174.0,9.0,9.0,9.0,2437.0,2437.0,2437.0,0,1
3e532b80d4abafe7f662e3ea41d32f03d960e3b3,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,860.0,860.0,860.0,1,0
99da1978870446e5bdbbca27a7ab38e01da76bb9,1.0,15.333333333333334,40.0,1.0,162.0,479.0,1.0,54.666666666666664,159.0,772.0,2773.0,6690.0,2,1
525065701dcc1a0c8ee64e22a832343e663da46e,1.0,7.571428571428571,17.0,6.0,38.357142857142854,113.0,1.0,8.214285714285714,27.0,26.0,249.07142857142858,859.0,10,4
1702cc65c7143f78b40e026b6cf869d87d14736f,9.0,13.0,17.0,32.0,64.5,97.0,7.0,14.0,21.0,477.0,961.5,1446.0,1,1
16df19bd80b6030fad9db1950f5b270a9eac9d8d,2.0,22.214285714285715,62.0,3.0,212.28571428571428,994.0,2.0,78.0,355.0,52.0,3967.1428571428573,18348.0,6,8
bb17ddd0edf295e4a1eadf28ffbb53d944c7712e,1.0,1.5714285714285714,5.0,4.0,101.71428571428571,625.0,0.0,0.0,0.0,0.0,5.857142857142857,37.0,7,0
b03c50bc77aaa35a0ef2a1458022f5dc276f9bba,7.0,7.0,7.0,76.0,76.0,76.0,4.0,4.0,4.0,150.0,150.0,150.0,1,0
7fcf70cef7be3d5361e11ae1d15e6371d2ddf6fb,2.0,9.05,37.0,2.0,34.4,142.0,1.0,11.85,65.0,19.0,765.4,7356.0,14,6
a0453e10e8def0e4a9bc3b18eee1176f3ab9d4f7,23.0,23.0,23.0,223.0,223.0,223.0,34.0,34.0,34.0,3680.0,3680.0,3680.0,0,1
9ba5f910f082d15d9234729d3a78d4289b902100,23.0,33.0,46.0,34.0,94.0,134.0,25.0,50.333333333333336,79.0,6367.0,8316.0,10652.0,0,3
edf57c6f7c06ace38f3a2fb5cd4507d4f4a683dc,14.0,15.0,16.0,94.0,162.5,231.0,19.0,22.0,25.0,1156.0,1207.0,1258.0,0,2
76b0cf4fddb7819cc4e3c21b07345dbb98e21e73,12.0,12.0,12.0,187.0,187.0,187.0,18.0,18.0,18.0,571.0,571.0,571.0,0,1
a5c0450383ee1b65aa30668f39c60d886f28666d,6.0,11.5,19.0,17.0,29.0,52.0,2.0,12.75,27.0,74.0,453.0,1227.0,1,3
ba6d0601dc903cb3ea069538f891e3c6a929fdfa,39.0,39.0,39.0,112.0,112.0,112.0,65.0,65.0,65.0,13957.0,13957.0,13957.0,0,1
cb9bf15ff00ae8e67053c54a1085b3fe29f42020,2.0,18.0625,62.0,2.0,82.875,335.0,1.0,39.9375,191.0,118.0,2742.3125,13878.0,9,7
5f839747993a7a412fcccd159bca9962c7cc72e4,3.0,14.2,35.0,6.0,95.0,295.0,3.0,28.8,98.0,693.0,1869.4,4761.0,3,2
8f6255185d39032eebbaf1591e92bff2d72f58e9,6.0,13.4,24.0,14.0,152.6,449.0,4.0,19.8,51.0,112.0,767.6,2172.0,1,4
d4a78af211768d1513d66ec28fe0596218300f22,4.0,14.0,28.0,10.0,122.8,229.0,0.0,20.2,48.0,18.0,981.4,2849.0,2,3
3cafc4ab599cf76ea3d1a0e3b433c679e1ce860e,13.0,16.333333333333332,20.0,35.0,91.66666666666667,198.0,14.0,25.666666666666668,44.0,520.0,1065.6666666666667,1377.0,0,3
