paper_sha,corpus_author_id,position
4d73c967294ba9a473d1566c6b57b5f961fa61c2,65989731,1
4d73c967294ba9a473d1566c6b57b5f961fa61c2,120976825,2
4d73c967294ba9a473d1566c6b57b5f961fa61c2,20779424,3
4d73c967294ba9a473d1566c6b57b5f961fa61c2,108462174,4
4d73c967294ba9a473d1566c6b57b5f961fa61c2,52207049,5
4d73c967294ba9a473d1566c6b57b5f961fa61c2,87024137,6
7b4b43501d57ee40cdedf93882b613146faad7e2,3068758,1
7b4b43501d57ee40cdedf93882b613146faad7e2,144113976,2
a3a9ff7aa869a9e91ea507f3e7ec272378f1801d,48500257,1
a3a9ff7aa869a9e91ea507f3e7ec272378f1801d,35147374,2
6f674b5eb159d983551a546302b18d17211da3a8,4222329,1
6f674b5eb159d983551a546302b18d17211da3a8,38674930,2
6f674b5eb159d983551a546302b18d17211da3a8,40017389,3
6f674b5eb159d983551a546302b18d17211da3a8,5294889,4
6f674b5eb159d983551a546302b18d17211da3a8,2553741,5
6f674b5eb159d983551a546302b18d17211da3a8,143848108,6
6f674b5eb159d983551a546302b18d17211da3a8,4396857,7
bf50f94fe5fb51c5c1f79bc988a46d75b7835c64,34053276,1
bf50f94fe5fb51c5c1f79bc988a46d75b7835c64,1869082,2
bf50f94fe5fb51c5c1f79bc988a46d75b7835c64,2100994,3
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,118656283,1
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,40511414,2
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,39589154,3
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,3048577,4
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,144863691,5
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,50536468,6
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,39455775,7
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,35084211,8
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,1982950,9
077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,1759422,10
0aa7943005dd20035715a3af81861da8896a6172,49197045,1
0aa7943005dd20035715a3af81861da8896a6172,145736739,2
9fafdabbafeb5ee3d356411a4ef909368b283f9c,1684040,1
9fafdabbafeb5ee3d356411a4ef909368b283f9c,144518646,2
9fafdabbafeb5ee3d356411a4ef909368b283f9c,2038490,3
9fafdabbafeb5ee3d356411a4ef909368b283f9c,31989292,4
9fafdabbafeb5ee3d356411a4ef909368b283f9c,1778676,5
9fafdabbafeb5ee3d356411a4ef909368b283f9c,2500039,6
9fafdabbafeb5ee3d356411a4ef909368b283f9c,47271984,7
9fafdabbafeb5ee3d356411a4ef909368b283f9c,3201827,8
9fafdabbafeb5ee3d356411a4ef909368b283f9c,145254843,9
9fafdabbafeb5ee3d356411a4ef909368b283f9c,1794931,10
142d77d7c214aa1f5a9e44e6c74d0d1ea4f1d5a4,51507780,1
142d77d7c214aa1f5a9e44e6c74d0d1ea4f1d5a4,1802726,2
2a13ba4531880b32d2671c7104fd12a2e9d84a03,144667281,1
2a13ba4531880b32d2671c7104fd12a2e9d84a03,145816810,2
2a13ba4531880b32d2671c7104fd12a2e9d84a03,38820608,3
2a13ba4531880b32d2671c7104fd12a2e9d84a03,145860620,4
2a13ba4531880b32d2671c7104fd12a2e9d84a03,1690840,5
7053876f4da27f83d8da21c3c7c26716d07e15bc,1422494560,1
336290a6e9493786b7ba50f0e7a58a2d01a68591,1400817533,1
375301817bb773bac16f4de572b1ba452d2e5955,3957755,1
375301817bb773bac16f4de572b1ba452d2e5955,118767199,2
af87324d562f207e8e4954744a93d153b35cf132,6986158,1
af87324d562f207e8e4954744a93d153b35cf132,144297478,2
af87324d562f207e8e4954744a93d153b35cf132,35018828,3
b1ae1d75838b72f9ebaeffa882ca730a129a675c,145220765,1
b1ae1d75838b72f9ebaeffa882ca730a129a675c,145974626,2
c1549168fe070cf16068ab34bb15eadf18515fdd,3952582,1
c1549168fe070cf16068ab34bb15eadf18515fdd,32603548,2
c682a49edb0a57bb6e4346734ff94ff4fd684cbe,144328468,1
c682a49edb0a57bb6e4346734ff94ff4fd684cbe,49737773,2
c682a49edb0a57bb6e4346734ff94ff4fd684cbe,50403610,3
0e0a5f6cc0fdb9cebda224e52bc822aa32827b4d,96027144,1
0e0a5f6cc0fdb9cebda224e52bc822aa32827b4d,145689328,2
e5fdd5562215907afae7f097d0cf4f2f5991e48e,50665735,1
e5fdd5562215907afae7f097d0cf4f2f5991e48e,2925413,2
e5fdd5562215907afae7f097d0cf4f2f5991e48e,98194023,3
e5fdd5562215907afae7f097d0cf4f2f5991e48e,98619436,4
e5fdd5562215907afae7f097d0cf4f2f5991e48e,98024520,5
0b2b58d295d58903caab299767214bbaccc52ad5,117035149,1
b76fcdeac3b0c5516c87b5661f08ba4d02d164df,3363446,1
b76fcdeac3b0c5516c87b5661f08ba4d02d164df,46821755,2
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,12071222,1
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,6771654,2
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,46972828,3
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,47073947,4
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,11951365,5
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,123477042,6
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,143833680,7
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,153653203,8
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,1749319,9
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,39521716,10
e4ce8d53c967210c83f5b7d7b0a702fb2677c9db,6785017,11
9d8ad3d0410f89c3bf4719bc569271d292ed2c45,1402341494,1
9d8ad3d0410f89c3bf4719bc569271d292ed2c45,1402341495,2
9d8ad3d0410f89c3bf4719bc569271d292ed2c45,18799462,3
9d8ad3d0410f89c3bf4719bc569271d292ed2c45,5656810,4
9d8ad3d0410f89c3bf4719bc569271d292ed2c45,35245900,5
9d8ad3d0410f89c3bf4719bc569271d292ed2c45,5820716,6
31a900ee05080841e4702c7ca45de3425615cdec,3164419,1
ccb1bafdae68c635cbd30d49fda7dbf88a3ce1b6,2205248,1
ccb1bafdae68c635cbd30d49fda7dbf88a3ce1b6,40609253,2
fcdf2cf98b2ec2c805c47862ca58a5a1aa40745e,35871436,1
fcdf2cf98b2ec2c805c47862ca58a5a1aa40745e,12295226,2
fcdf2cf98b2ec2c805c47862ca58a5a1aa40745e,73769795,3
fcdf2cf98b2ec2c805c47862ca58a5a1aa40745e,3365231,4
fcdf2cf98b2ec2c805c47862ca58a5a1aa40745e,2345617,5
66178812dfaa213619c4bf8f74fc29cd87919147,66915118,1
0293db07b98ecba45b686f665db3f1639c918092,117420422,1
35cddfed05641142f55d82da6dc24985ab6dc720,1744502,1
35cddfed05641142f55d82da6dc24985ab6dc720,2613669,2
ae643f33463a0b958b1c1beccb6a6b1e402dddb2,37856430,1
ae643f33463a0b958b1c1beccb6a6b1e402dddb2,2520962,2
ae643f33463a0b958b1c1beccb6a6b1e402dddb2,48556039,3
ae643f33463a0b958b1c1beccb6a6b1e402dddb2,145323887,4
4e0fe82f7beb7c85d456dba600fa19dad9c8c3a6,1413311204,1
d3c582aeb23a6e7c5335fdca96c5762513772675,34208940,1
42ac144b0b5e79dc438c7fce39c654f817494798,7265315,1
42ac144b0b5e79dc438c7fce39c654f817494798,2382733,2
42ac144b0b5e79dc438c7fce39c654f817494798,39659600,3
42ac144b0b5e79dc438c7fce39c654f817494798,50393615,4
42ac144b0b5e79dc438c7fce39c654f817494798,93241370,5
42ac144b0b5e79dc438c7fce39c654f817494798,2706193,6
42ac144b0b5e79dc438c7fce39c654f817494798,31604661,7
42ac144b0b5e79dc438c7fce39c654f817494798,2768246,8
42ac144b0b5e79dc438c7fce39c654f817494798,89905092,9
9ca0cfd5b83c8b945bb42969d07b822c69b441bc,152598780,1
9ca0cfd5b83c8b945bb42969d07b822c69b441bc,35264270,2
9ca0cfd5b83c8b945bb42969d07b822c69b441bc,152899919,3
3321f343a5df41cf5d9c892d90c65f32caa641a3,4049972,1
3321f343a5df41cf5d9c892d90c65f32caa641a3,143986477,2
3321f343a5df41cf5d9c892d90c65f32caa641a3,144393473,3
3321f343a5df41cf5d9c892d90c65f32caa641a3,5414883,4
add6f2aa8fa3dea2adf35c2f39c12cb29570a7f0,39852663,1
d968e0687a8f2557505aad3988a4de921dcf45fd,30609622,1
8da76f6c68fb951f31078c6847351449bc94f3b1,144912610,1
8da76f6c68fb951f31078c6847351449bc94f3b1,49940473,2
e0e58c639d8c4f440c9e9259c6a7dfd5f66dfe0d,3059073,1
e0e58c639d8c4f440c9e9259c6a7dfd5f66dfe0d,48909069,2
9a79805b58ace672da568af6585c4a1cd2e6b57c,101380022,1
9a79805b58ace672da568af6585c4a1cd2e6b57c,100659804,2
c4dcefd65ca07b38a02d6d2cdd267b3c7bde32be,67337406,1
c697442a3c0d2c2f9503c45e5b14aeaad7cb197e,121656782,1
446f1451aa594b13bf9b785533975f92608f2329,2581944,1
446f1451aa594b13bf9b785533975f92608f2329,4206693,2
e92fcdea74d2e4446a17e39aca46365291e4dceb,50875876,1
c0dda885efbf20e7b8d6791f00a6c2dbc167a21b,7017701,1
c0dda885efbf20e7b8d6791f00a6c2dbc167a21b,118135585,2
0988345c03e2cdf2d4833eee04264e39b1c2d55c,3529962,1
0988345c03e2cdf2d4833eee04264e39b1c2d55c,3597409,2
0988345c03e2cdf2d4833eee04264e39b1c2d55c,2109030,3
0988345c03e2cdf2d4833eee04264e39b1c2d55c,6094463,4
0988345c03e2cdf2d4833eee04264e39b1c2d55c,5867204,5
0988345c03e2cdf2d4833eee04264e39b1c2d55c,74688648,6
0988345c03e2cdf2d4833eee04264e39b1c2d55c,5867121,7
bfbda5b6c4bb39a432ecae9b8a3413a3fd57b257,70338587,1
bfbda5b6c4bb39a432ecae9b8a3413a3fd57b257,9205199,2
91ce1a5b90aed8442020cde1f8dc973148f7461c,2278535,1
91ce1a5b90aed8442020cde1f8dc973148f7461c,145472067,2
f3d9818ba8b9a90f60c413c594a85435d3cccc66,70110898,1
aa71f35dec125cff366e470da35152022ca41191,4499618,1
aa71f35dec125cff366e470da35152022ca41191,8343664,2
6ae16d8e82c574a59256af629f1544931e25dc29,81050853,1
6ae16d8e82c574a59256af629f1544931e25dc29,20830573,2
e69edf491ae72a6c0cf0ae8659be7c164d170754,48571799,1
6c7c126dbd44bac9620e145468ddd932afbc75df,87763664,1
6c7c126dbd44bac9620e145468ddd932afbc75df,88292283,2
6c7c126dbd44bac9620e145468ddd932afbc75df,98388352,3
49f174da46d4165e3cb4d33a38bec38c09b38bfb,1802487,1
49f174da46d4165e3cb4d33a38bec38c09b38bfb,4524804,2
49f174da46d4165e3cb4d33a38bec38c09b38bfb,4062333,3
49f174da46d4165e3cb4d33a38bec38c09b38bfb,152159615,4
349cc24a102331c9272d1b525494f6f7b9fb9f83,116054258,1
c6875e6875463af3580348d9de2a73bb7e88f51e,46424294,1
c6875e6875463af3580348d9de2a73bb7e88f51e,39661481,2
c6875e6875463af3580348d9de2a73bb7e88f51e,33142368,3
c6875e6875463af3580348d9de2a73bb7e88f51e,48352677,4
e08ee09629759e4e9cfd30c957db47e0c32cf310,153423290,1
e08ee09629759e4e9cfd30c957db47e0c32cf310,6507708,2
e08ee09629759e4e9cfd30c957db47e0c32cf310,2122069,3
e08ee09629759e4e9cfd30c957db47e0c32cf310,4305356,4
e08ee09629759e4e9cfd30c957db47e0c32cf310,49267283,5
e08ee09629759e4e9cfd30c957db47e0c32cf310,33823918,6
1058e4456ec9e4254d44c8216d46b7e50178f242,34771169,1
4cd7d5e84be894ccc38b4a841f608e6d5df42d4a,15828224,1
4cd7d5e84be894ccc38b4a841f608e6d5df42d4a,31582771,2
77283faa33879103b0a8478d609aa9167a3c9a55,2289918,1
77283faa33879103b0a8478d609aa9167a3c9a55,39855208,2
fd72da3e66188f4844940f028ace48cf4dc2af78,79153474,1
fd72da3e66188f4844940f028ace48cf4dc2af78,80599987,2
fd72da3e66188f4844940f028ace48cf4dc2af78,98745306,3
713b0cd642470914256a455485c31b8f324fdfb4,48471997,1
b5b2496d3af0bc42ee23d9429eb248f309fa7695,66485868,1
b5b2496d3af0bc42ee23d9429eb248f309fa7695,1688764,2
b5b2496d3af0bc42ee23d9429eb248f309fa7695,143792321,3
b5b2496d3af0bc42ee23d9429eb248f309fa7695,2488723,4
ae015ba9d68eaea1b76683b2eda517ab4df37f9e,2737425,1
ae015ba9d68eaea1b76683b2eda517ab4df37f9e,3380410,2
ae015ba9d68eaea1b76683b2eda517ab4df37f9e,48230663,3
ae015ba9d68eaea1b76683b2eda517ab4df37f9e,24078493,4
2633045b4b545c04b1588d1f38fe781d0f65186d,47743568,1
0760193829395b1a7a8563c73950fb79797173b6,8499577,1
0760193829395b1a7a8563c73950fb79797173b6,13744901,2
0760193829395b1a7a8563c73950fb79797173b6,47540002,3
0760193829395b1a7a8563c73950fb79797173b6,145040597,4
a1dae2490201f31fa359ab59910f73529296e7a2,3802251,1
a1dae2490201f31fa359ab59910f73529296e7a2,83359287,2
a1dae2490201f31fa359ab59910f73529296e7a2,1682312,3
a1dae2490201f31fa359ab59910f73529296e7a2,143816652,4
a1dae2490201f31fa359ab59910f73529296e7a2,143698682,5
05db522988fdee490fd7e32c7d77822bce121cc6,101943220,1
05db522988fdee490fd7e32c7d77822bce121cc6,145295173,2
05db522988fdee490fd7e32c7d77822bce121cc6,46243719,3
05db522988fdee490fd7e32c7d77822bce121cc6,46194778,4
05db522988fdee490fd7e32c7d77822bce121cc6,117214738,5
d271aa04b94573036010ed2a7eb8f927d49bde76,1961564,1
d271aa04b94573036010ed2a7eb8f927d49bde76,2252176,2
d271aa04b94573036010ed2a7eb8f927d49bde76,5652309,3
d271aa04b94573036010ed2a7eb8f927d49bde76,30762868,4
d271aa04b94573036010ed2a7eb8f927d49bde76,2163857,5
d271aa04b94573036010ed2a7eb8f927d49bde76,1697774,6
d7ae34e34cbbe783bb950d0bc2285c8ce214e336,70199276,1
d7ae34e34cbbe783bb950d0bc2285c8ce214e336,69932324,2
a4650a51383210140fe056cc97f088885ad23870,5507744,1
a4650a51383210140fe056cc97f088885ad23870,3027777,2
a4650a51383210140fe056cc97f088885ad23870,145220215,3
a4650a51383210140fe056cc97f088885ad23870,2119403,4
a4650a51383210140fe056cc97f088885ad23870,3830611,5
a4650a51383210140fe056cc97f088885ad23870,1401929180,6
a4650a51383210140fe056cc97f088885ad23870,152630017,7
a4650a51383210140fe056cc97f088885ad23870,152245135,8
a4650a51383210140fe056cc97f088885ad23870,50252494,9
eefa9044385acb095e33dc6221a049486013f002,84258225,1
eefa9044385acb095e33dc6221a049486013f002,82735233,2
eefa9044385acb095e33dc6221a049486013f002,14766611,3
eefa9044385acb095e33dc6221a049486013f002,7802520,4
eefa9044385acb095e33dc6221a049486013f002,24944387,5
f93f946c95f3acb2cd4a781f3274cf8c136331aa,2650989,1
f93f946c95f3acb2cd4a781f3274cf8c136331aa,7441778,2
f93f946c95f3acb2cd4a781f3274cf8c136331aa,2396010,3
f93f946c95f3acb2cd4a781f3274cf8c136331aa,40091197,4
c89324df01c2800bcb4ea93e8201867579211193,5995958,1
c89324df01c2800bcb4ea93e8201867579211193,143998027,2
c89324df01c2800bcb4ea93e8201867579211193,4243908,3
c89324df01c2800bcb4ea93e8201867579211193,1400777989,4
c89324df01c2800bcb4ea93e8201867579211193,2598044,5
afdf8c5c867d2ed07f8ff1a997de4107cb4ea517,48480505,1
afdf8c5c867d2ed07f8ff1a997de4107cb4ea517,92028805,2
3b6d1772b30584743726160731cd9ba49db076e4,83302463,1
3b6d1772b30584743726160731cd9ba49db076e4,3025409,2
eeedd3e827ff817d3e2c03ea5a60a04f538eb0f5,3419557,1
e4a16ba09d842bea6e1c0f2cf4fb6cdef4be6664,1709111,1
134f4aa6ac6f5f0f0cc3b0cbaed79572aea396c8,144388594,1
134f4aa6ac6f5f0f0cc3b0cbaed79572aea396c8,46252692,2
b27af9bb1f52dc9135016c232e8888af2ea4012c,145585080,1
12f10caba81be9aa363fe1d92d4aac97fc025d55,2628576,1
c51ef3b2d147744d91ab35f7dc9eef0b9ceffb9c,35517185,1
c51ef3b2d147744d91ab35f7dc9eef0b9ceffb9c,13008674,2
d410057bc48290b467d6e9abbec6c28e746d96b6,5920887,1
d410057bc48290b467d6e9abbec6c28e746d96b6,5038477,2
d410057bc48290b467d6e9abbec6c28e746d96b6,104702007,3
d410057bc48290b467d6e9abbec6c28e746d96b6,87466737,4
d410057bc48290b467d6e9abbec6c28e746d96b6,5984829,5
cea967b59209c6be22829699f05b8b1ac4dc092d,1701686,1
cea967b59209c6be22829699f05b8b1ac4dc092d,1689108,2
cea967b59209c6be22829699f05b8b1ac4dc092d,2827616,3
002775bb744801e554097b7896e0f5d0f692aeab,144439739,1
002775bb744801e554097b7896e0f5d0f692aeab,145684578,2
a1fb7093a7eba3c0a68dee7882f0b433bb061f7d,34495839,1
a1fb7093a7eba3c0a68dee7882f0b433bb061f7d,46584982,2
a1fb7093a7eba3c0a68dee7882f0b433bb061f7d,48240630,3
56959b28e24000ebad4d4828ae8eb6c18fa2d946,6261728,1
56959b28e24000ebad4d4828ae8eb6c18fa2d946,143601808,2
e81f0fd3a3ecdfa6d874bd86b221827ddbc8d30c,144095199,1
e81f0fd3a3ecdfa6d874bd86b221827ddbc8d30c,40176711,2
e81f0fd3a3ecdfa6d874bd86b221827ddbc8d30c,145563833,3
e81f0fd3a3ecdfa6d874bd86b221827ddbc8d30c,145967056,4
58126bd77e9f114996b3e9a7642fc90dee11efa3,21685637,1
58126bd77e9f114996b3e9a7642fc90dee11efa3,5104836,2
08f4b3d292d801878ec3b0445e35ef4ad8c5193e,1707768,1
890c60d0771df5a121e9d74f3eea5b252e7353e7,2880013,1
890c60d0771df5a121e9d74f3eea5b252e7353e7,3852740,2
890c60d0771df5a121e9d74f3eea5b252e7353e7,1402689099,3
890c60d0771df5a121e9d74f3eea5b252e7353e7,6190452,4
890c60d0771df5a121e9d74f3eea5b252e7353e7,40537710,5
890c60d0771df5a121e9d74f3eea5b252e7353e7,2799815,6
890c60d0771df5a121e9d74f3eea5b252e7353e7,35146747,7
890c60d0771df5a121e9d74f3eea5b252e7353e7,144066096,8
aceff42802e9b1946db31658d2876cf1b51b58d8,4114364,1
aceff42802e9b1946db31658d2876cf1b51b58d8,4815100,2
aceff42802e9b1946db31658d2876cf1b51b58d8,6211342,3
16512c7f7447f002d057ae2645db99bbe8896e03,79489895,1
fe66a40b164943d20531a6c1133db42b7e9100dc,46356901,1
fe66a40b164943d20531a6c1133db42b7e9100dc,145915812,2
fe66a40b164943d20531a6c1133db42b7e9100dc,144790285,3
94892fc86190a6571dd1c5a87fa297cf3288dea2,91384842,1
07de99bf42bfe42d840987219fcf0c1bbeac4e80,144677056,1
07de99bf42bfe42d840987219fcf0c1bbeac4e80,1398817577,2
d38ad9f966c5cef1c152705b6753800d2753b144,8800701,1
d38ad9f966c5cef1c152705b6753800d2753b144,3440586,2
d38ad9f966c5cef1c152705b6753800d2753b144,40661056,3
d38ad9f966c5cef1c152705b6753800d2753b144,6361974,4
d38ad9f966c5cef1c152705b6753800d2753b144,152573950,5
d38ad9f966c5cef1c152705b6753800d2753b144,4017535,6
b3434eceff25c9070cd150338620ac796ae8c3c5,48898287,1
b3434eceff25c9070cd150338620ac796ae8c3c5,2069022,2
067543b6317bb0ab94bb9b90b9cb6f523d44d2f6,66520347,1
108dc2545a307e896cbb1abb22d58aee0c7fed62,11680343,1
108dc2545a307e896cbb1abb22d58aee0c7fed62,144629759,2
108dc2545a307e896cbb1abb22d58aee0c7fed62,1401414403,3
de093ce00b1ba9950bf3542e7a2dbcd456f8c727,49261064,1
de093ce00b1ba9950bf3542e7a2dbcd456f8c727,4907087,2
58f7accbe36aadd0ef83fd2746c879079eb816bc,143865816,1
58f7accbe36aadd0ef83fd2746c879079eb816bc,145089166,2
f26d6b802923fbf5e0e22bfdb217cc40939f4ef6,2007720,1
5b886b608f5e33a2c287d91d470223f87d1dec09,2849134,1
5b886b608f5e33a2c287d91d470223f87d1dec09,7271775,2
5b886b608f5e33a2c287d91d470223f87d1dec09,46658907,3
5b886b608f5e33a2c287d91d470223f87d1dec09,15651781,4
5b886b608f5e33a2c287d91d470223f87d1dec09,4743290,5
139dcdd1af85a054f73945d6fbf4bee24a339a7e,92250261,1
139dcdd1af85a054f73945d6fbf4bee24a339a7e,145502595,2
72a194d6e6caa47c5e1f8abdc7440477cc01a1f2,46450969,1
72a194d6e6caa47c5e1f8abdc7440477cc01a1f2,1710902,2
72a194d6e6caa47c5e1f8abdc7440477cc01a1f2,49454816,3
72a194d6e6caa47c5e1f8abdc7440477cc01a1f2,46382680,4
72a194d6e6caa47c5e1f8abdc7440477cc01a1f2,48515153,5
72a194d6e6caa47c5e1f8abdc7440477cc01a1f2,9093094,6
e54d3c889d1aa5c2acb287571207d243b7901862,145347159,1
c4b4eb54796bc8fc2894b4e5bb10d58c92cf97e9,52167179,1
612024262f5605f8acc3731fbacd0a9580f31383,83072062,1
612024262f5605f8acc3731fbacd0a9580f31383,5540973,2
612024262f5605f8acc3731fbacd0a9580f31383,3526506,3
612024262f5605f8acc3731fbacd0a9580f31383,34063907,4
612024262f5605f8acc3731fbacd0a9580f31383,2484829,5
4f7453b12a2a9b822f281777a32529fa3b53b4c9,48504835,1
4f7453b12a2a9b822f281777a32529fa3b53b4c9,92842005,2
3dd4ec5b48bf46f306a244808a2bd7e142a9fd00,48847430,1
3dd4ec5b48bf46f306a244808a2bd7e142a9fd00,49330282,2
fd334f3e73c48b6e07aad2a275101476fbd2ee37,49780293,1
b7dcbcf7383fca4555dd2ef9d7f3e8374b9c1b11,2374514,1
32471ca9e8b8b274fb1ac976ebd09b0f8a7df6d7,98149365,1
e135becebdf49c4c6d2067ec9dffdfc7ac51c97d,74377360,1
e135becebdf49c4c6d2067ec9dffdfc7ac51c97d,84565784,2
feab15eb66c7e20b1540e1163a739be1603d151c,66891846,1
62048ae4f1df5ac9e207c4f8dd5350d942e2a64f,97163428,1
c6b923c02278c6d7ec16acd97470e33359d15a82,35167634,1
c6b923c02278c6d7ec16acd97470e33359d15a82,4834030,2
c6b923c02278c6d7ec16acd97470e33359d15a82,3184108,3
c6b923c02278c6d7ec16acd97470e33359d15a82,3190407,4
c6b923c02278c6d7ec16acd97470e33359d15a82,144894860,5
f09e0a9f0b375e630c273376dd9c5d2c4181fa93,134796837,1
f09e0a9f0b375e630c273376dd9c5d2c4181fa93,118929933,2
f09e0a9f0b375e630c273376dd9c5d2c4181fa93,153425010,3
f09e0a9f0b375e630c273376dd9c5d2c4181fa93,116812710,4
f09e0a9f0b375e630c273376dd9c5d2c4181fa93,115152059,5
f09e0a9f0b375e630c273376dd9c5d2c4181fa93,144562478,6
85cfa6678e7caff026cfff35b8a981d3704119c0,88040654,1
a6545e91d4fa5051c81d2ca47458b392ea344aeb,34589387,1
a6545e91d4fa5051c81d2ca47458b392ea344aeb,3036068,2
381c29cd6411cf0c2e35f25e2bf4eb784ed9a8cf,4485581,1
8e9df3ce0862dadce778529ea7e6f8f9e975fdb3,33876188,1
8e9df3ce0862dadce778529ea7e6f8f9e975fdb3,5824590,2
8e9df3ce0862dadce778529ea7e6f8f9e975fdb3,27392579,3
e0f728642d4feb95e42580047d5cefc86b2b7870,2382253,1
31592816ac2c50ec22bcef38052d9dcc20a9171c,1710305,1
31592816ac2c50ec22bcef38052d9dcc20a9171c,145614962,2
12514d5f0e8117591d26180795d2457f1e22b4b4,1756323,1
12514d5f0e8117591d26180795d2457f1e22b4b4,15396328,2
6e661eb6f88448db028b9194ec193c7414b1b628,98212393,1
6e661eb6f88448db028b9194ec193c7414b1b628,93954191,2
6e661eb6f88448db028b9194ec193c7414b1b628,116671815,3
6e661eb6f88448db028b9194ec193c7414b1b628,52484402,4
d43eb5be86d312af070c4dc1a31f75792e414dce,1781522,1
d43eb5be86d312af070c4dc1a31f75792e414dce,2722513,2
d43eb5be86d312af070c4dc1a31f75792e414dce,1800686,3
080837ad9a92a90ad3518855111080808cf65805,76984253,1
080837ad9a92a90ad3518855111080808cf65805,51985361,2
080837ad9a92a90ad3518855111080808cf65805,150375547,3
080837ad9a92a90ad3518855111080808cf65805,134938331,4
080837ad9a92a90ad3518855111080808cf65805,122938480,5
080837ad9a92a90ad3518855111080808cf65805,78406415,6
080837ad9a92a90ad3518855111080808cf65805,88111751,7
9d8ccd08ae89d502d3d75ec046dff942f260cb7a,51256040,1
9d8ccd08ae89d502d3d75ec046dff942f260cb7a,1865349,2
8df7a1a5f11266e3cbc1f66d03aecb1ae2900e6d,49589728,1
8df7a1a5f11266e3cbc1f66d03aecb1ae2900e6d,1402284674,2
8df7a1a5f11266e3cbc1f66d03aecb1ae2900e6d,3655632,3
8df7a1a5f11266e3cbc1f66d03aecb1ae2900e6d,39671357,4
8df7a1a5f11266e3cbc1f66d03aecb1ae2900e6d,47357121,5
5470ecf20ffab0c3342fcb1757cae1844f3d376c,3071730,1
5470ecf20ffab0c3342fcb1757cae1844f3d376c,2319482,2
5470ecf20ffab0c3342fcb1757cae1844f3d376c,144479714,3
ff95fb5ebf70942e1d1f006f2d2fbdee81187396,103110356,1
ff95fb5ebf70942e1d1f006f2d2fbdee81187396,8996478,2
379f897fa771cc8fecddac7e982c6fb0a3fffb86,3320631,1
379f897fa771cc8fecddac7e982c6fb0a3fffb86,46190295,2
73176b04f1a50597ff4bfe9a57f9486b0b898336,1401463470,1
73176b04f1a50597ff4bfe9a57f9486b0b898336,32815621,2
73176b04f1a50597ff4bfe9a57f9486b0b898336,6482840,3
837ca5b8e57262398d3540649bd9545e6d6291d9,32725720,1
837ca5b8e57262398d3540649bd9545e6d6291d9,35893472,2
837ca5b8e57262398d3540649bd9545e6d6291d9,51285938,3
837ca5b8e57262398d3540649bd9545e6d6291d9,1805203,4
837ca5b8e57262398d3540649bd9545e6d6291d9,3124110,5
837ca5b8e57262398d3540649bd9545e6d6291d9,11501567,6
3987dc89643a4e0795981018b3ed9beff57acc05,143643624,1
3987dc89643a4e0795981018b3ed9beff57acc05,145520631,2
22aa63e0fb89c0bb83aab5b9fce926962c8b98f8,102633245,1
22aa63e0fb89c0bb83aab5b9fce926962c8b98f8,71064552,2
c8bb4de72eb02d40b902f3b47cd7e65ee44e643d,122710522,1
c8bb4de72eb02d40b902f3b47cd7e65ee44e643d,144056421,2
c8bb4de72eb02d40b902f3b47cd7e65ee44e643d,145355172,3
c8bb4de72eb02d40b902f3b47cd7e65ee44e643d,2371632,4
c8bb4de72eb02d40b902f3b47cd7e65ee44e643d,1471738497,5
c8bb4de72eb02d40b902f3b47cd7e65ee44e643d,48118809,6
c8bb4de72eb02d40b902f3b47cd7e65ee44e643d,121880700,7
c8bb4de72eb02d40b902f3b47cd7e65ee44e643d,2018041,8
c8bb4de72eb02d40b902f3b47cd7e65ee44e643d,144679612,9
c8bb4de72eb02d40b902f3b47cd7e65ee44e643d,146549267,10
8b53a2f1a0412829d2ae531db01b28b1657cebca,1440656303,1
8b53a2f1a0412829d2ae531db01b28b1657cebca,1576568595,2
8b53a2f1a0412829d2ae531db01b28b1657cebca,29077775,3
3dd4b6b50761e9910be96d3a6aa8ba2c941419fa,144867807,1
3dd4b6b50761e9910be96d3a6aa8ba2c941419fa,1746229,2
3dd4b6b50761e9910be96d3a6aa8ba2c941419fa,2990518,3
3dd4b6b50761e9910be96d3a6aa8ba2c941419fa,1725973,4
3dd4b6b50761e9910be96d3a6aa8ba2c941419fa,1786309,5
