qid,title_score,abstract_score,entities_score,venue_score,journal_score,authors_score,year,inCitations,outCitations,doc_id,qlength
2027,9.713365,12.501841,0.0,0.0,0.0,0.0,2011.0,374.0,0.0,1db12c44c7dcf2e1a8b45727fc5355fce5b5ed76,3
2027,9.022756,12.765132,0.0,0.0,0.0,0.0,2007.0,433.0,7.0,9aecdddc96bc832829ba35356afa1f10ea0a8930,3
2027,10.295112,7.7446604,0.0,0.0,0.0,0.0,1981.0,3696.0,0.0,b9a39a8c2134046183a17f5fd59568454916d309,3
2027,0.0,10.556837,0.0,0.0,0.0,0.0,1996.0,602.0,0.0,30390acf74d73a583a06b12ce21d6aeb1e7d8a0f,3
2027,10.5184555,13.264695,0.0,0.0,0.0,0.0,2002.0,537.0,0.0,aa5f0b08c5e26c8f7cef44c231087d382848bb75,3
2027,10.5184555,10.160891,0.0,0.0,0.0,0.0,2006.0,416.0,35.0,55d03b961f582f327e24eb46454e8f1bced1a7ec,3
2027,9.713365,12.503289,0.0,0.0,0.0,0.0,2008.0,987.0,16.0,a2a51e5ea04b19fcef64c3a00f4c672ba34055fd,3
2027,9.355332,11.863148,0.0,0.0,0.0,0.0,2012.0,370.0,254.0,685fc17e76d457db829d55db897e504e8d16a7de,3
2027,9.713365,7.325809,0.0,0.0,0.0,0.0,2002.0,822.0,30.0,4222281cb9fe3031e012d88edb68852bfd3a9d67,3
2027,10.5184555,12.695659,0.0,0.0,0.0,0.0,1995.0,671.0,2.0,172a3dbe594a09108933701aa3de9c20b4a98206,3
2027,10.099893,12.127885,0.0,0.0,0.0,0.0,2001.0,85.0,99.0,8da15f03a505d87ec83e12566e1641edf2e33459,3
2027,8.153228,12.697153,0.0,0.0,0.0,0.0,2007.0,1652.0,14.0,b3d94fdf14665a1ecd006e891c5784f884aa3677,3
2027,10.099893,12.564811,0.0,0.0,0.0,0.0,2001.0,879.0,0.0,d0b1490a113f0e3eb062008bed1c29d795c84486,3
2032,22.587141,23.019192,0.0,0.0,0.0,0.0,2018.0,0.0,0.0,ac1e63b1cf3f8aec0cbd3279319e094d0f5f132a,8
2032,24.459274,20.130995,0.0,0.0,0.0,0.0,2018.0,0.0,23.0,b61e49756652435d93af83110d6e111e85a32bce,8
2032,17.81471,28.379559,0.0,0.0,0.0,0.0,2016.0,123.0,40.0,a47e51dd3f73817679ff0e987a0064d43db25060,8
2032,20.981222,27.974213,0.0,0.0,0.0,0.0,2018.0,10.0,23.0,be012ed29fc4fc366d6b39514679d838eec1f056,8
2032,24.459274,25.437222,0.0,0.0,0.0,0.0,2016.0,30.0,11.0,223ad42ec73c1a41355c0ca3626fa99c7841f840,8
2032,20.981222,27.136963,0.0,0.0,0.0,0.0,2017.0,217.0,44.0,5582bebed97947a41e3ddd9bd1f284b73f1648c2,8
2035,20.734585,0.0,0.0,0.0,0.0,19.316156,0.0,4.0,9.0,95def9870d956da3ff4feac94f81e0667088cc80,7
2035,0.0,0.0,0.0,0.0,0.0,17.071495,1999.0,85.0,21.0,b3f9fd85ebe1e51a96fed5d2df1d83b290762266,7
2035,0.0,0.0,0.0,0.0,0.0,19.316156,1999.0,28.0,11.0,6b0cf3c7795ca1cfff352ba74bb0c751e9ff59d7,7
2035,0.0,0.0,0.0,0.0,0.0,17.071495,2003.0,85.0,15.0,f158d6ec6fb73d3c998489469e565fef1306f8e1,7
2035,0.0,0.0,0.0,0.0,0.0,17.071495,2000.0,8.0,7.0,a669d482836f92827fd98d4c266489b54b9f0183,7
2035,0.0,10.090047,0.0,0.0,0.0,17.071495,2009.0,51.0,14.0,13a3e83587a1e3bc6f1c207a1ce63861bba38522,7
2044,30.321556,29.09563,0.0,0.0,0.0,0.0,2011.0,12.0,9.0,1c8203e8b826de9d056dffbe6eaffd4fc245d7e1,11
2044,26.296108,0.0,0.0,0.0,0.0,0.0,2009.0,108.0,31.0,70ca66188f98537ba9e38d87ee2e5c594ef4196d,11
2044,29.203915,25.19326,0.0,0.0,0.0,0.0,2005.0,24.0,3.0,2f6611fea81af98bc28341c830dd590a1c9159a9,11
2044,28.165731,33.42877,0.0,0.0,0.0,0.0,2009.0,129.0,0.0,f06f9a5b07a64d023db191fd6570ed012b1db40e,11
2044,31.528156,25.963438,0.0,0.0,0.0,0.0,2008.0,1.0,0.0,2142521c5763cadc6e7d106330288e8053a1ac0a,11
2044,26.296108,29.09563,0.0,0.0,0.0,0.0,2010.0,128.0,30.0,0fd75ca23b56a494646f331fadc7faba25ece9ae,11
2049,8.574357,18.963379,0.0,0.0,0.0,0.0,2005.0,528.0,5.0,3bf4ef3e38fc5a6b18db2aa6d1263f0373b604f2,24
2049,22.330233,27.425184,10.224261,0.0,0.0,0.0,2011.0,7.0,5.0,5fbe8156812d8ef52558b2964ec1bdf927be6401,24
2049,11.245222,27.168268,0.0,0.0,0.0,0.0,2005.0,155.0,0.0,88dcb2023c151abeb94fc9a87be880eca883079d,24
2049,8.574357,11.67522,0.0,0.0,0.0,0.0,2002.0,409.0,0.0,5cab3a82976f58d5cf8d87bc82c0ba830829f91c,24
2049,6.994113,10.842302,0.0,0.0,0.0,0.0,2005.0,203.0,0.0,2d5df476f9d317b7a1ddfa5fa322364d753f55ba,24
2049,8.98015,11.057345,9.363692,0.0,0.0,0.0,2007.0,163.0,0.0,6c1827896efa1168e4ced783682c488b0177a974,24
2065,15.892036,11.219821,16.76493,0.0,0.0,0.0,2011.0,1.0,4.0,4b2f9ad8dca97ebe78e9c954d72e4518d30f5088,34
2065,5.451459,23.272114,16.26844,0.0,0.0,0.0,2011.0,2.0,9.0,c189d33204da105392b3af23ed0e4c1fbf975454,34
2065,21.028355,21.617817,14.125479,0.0,0.0,0.0,1995.0,1.0,0.0,1cb1653ead43a36cdcbde6a70757d583c891707f,34
2065,14.879946,26.749615,21.200325,0.0,0.0,0.0,2008.0,1.0,0.0,db1f4d37555c1a5ad61278ee1690b11b49e41afb,34
2065,9.886137,10.2291765,9.057339,0.0,0.0,0.0,2004.0,103.0,3.0,c176110ae6d4f2812093f6d7ea1502433902adad,34
2083,1.1916357,1.7903634,0.0,0.0,0.0,0.0,2015.0,0.0,63.0,ee9f7e76b0dbb4a8fc1d8316d4a92ffb39b72065,79
2083,1.4030532,0.19623724,0.0,0.0,0.0,0.0,2011.0,1.0,59.0,9245f4b666d17b647644e902108996cd3c57386b,79
2083,0.0,0.73143804,0.0,3.313951,3.335922,0.0,2008.0,1608.0,14.0,d26c665258fe6cd39373fdee85f269f0912cd62d,79
2083,0.0,4.692376,2.280053,3.5411026,0.0,0.0,2013.0,2.0,81.0,b58c7bcb1ba441ca525e6e399a54ece471270238,79
2083,5.1992793,7.5873923,0.0,1.5169581,1.492223,0.0,2009.0,456.0,0.0,5339b4f80d0a95099ed13aff1cb09e08c44cecb2,79
2083,63.538223,31.97675,12.872244,2.9777393,3.008325,0.0,2018.0,0.0,0.0,696b34573795e5c34809c07e0ba7ac3daa0f64d9,79
2096,8.908144,9.965039,8.724486,0.0,0.0,0.0,2005.0,3999.0,12.0,0a9621c60889c34e2ccc4848a58cbbcef924cf4d,11
2096,18.193432,19.321835,16.974983,0.0,0.0,0.0,1999.0,378.0,22.0,2dff153c498c79232ea5bab523aeca697ae18823,11
2096,14.169797,6.6678514,10.5462055,0.0,0.0,0.0,1999.0,559.0,12.0,bc34c28ee40356b4d7bbe7be7d173a2436a89688,11
2096,14.71208,18.863823,10.5462055,0.0,0.0,0.0,2005.0,392.0,61.0,8349795bdda165b75f66832259ddf8e4966fffe7,11
2096,7.8006177,14.518685,12.634798,0.0,0.0,0.0,2006.0,1341.0,167.0,26f178dbb00630ce19cccb9840ea12dbe31801be,11
2096,16.620274,19.023502,13.838665,0.0,0.0,0.0,2005.0,279.0,73.0,8f74f5623c4e5c5931641a264cfd7c02097e1e22,11
2096,6.938031,9.154508,0.0,0.0,0.0,0.0,2000.0,883.0,0.0,38823940d81e030f3af34a740cde01e8c2c981c3,11
2096,7.4902062,12.34979,12.233944,0.0,0.0,0.0,2006.0,671.0,18.0,55f44d39630646f36eac91358f8f27d1bead384c,11
2096,8.482403,5.3364105,0.0,0.0,0.0,0.0,2002.0,4399.0,138.0,13082af1fd6bb9bfe63e73cf007de1655b7f9ae0,11
2096,8.505604,10.283983,8.339563,0.0,0.0,0.0,2000.0,939.0,114.0,2d08ee24619ef41164e076fee2b268009aedd0f0,11
2113,13.801726,12.675026,12.366198,0.0,0.0,0.0,2016.0,1020.0,24.0,620412c443e85a1fc2f9ab950ddfada8d18d63b4,13
2113,13.22975,9.252855,12.559343,0.0,0.0,0.0,2015.0,890.0,42.0,6424b69f3ff4d35249c0bb7ef912fbc2c86f4ff4,13
2113,13.801726,5.6387644,13.194885,0.0,0.0,0.0,2010.0,408.0,8.0,4c46347fbc272b21468efe3d9af34b4b2bad6684,13
2113,12.2171335,14.374744,10.927985,0.0,0.0,0.0,2017.0,329.0,336.0,6ff909c6fe089fc8ebfc64eca0f0c3cc34ba277f,13
2113,15.858631,13.982612,14.228031,0.0,0.0,0.0,2011.0,980.0,24.0,27208c88f07a1ffe97760c12be08fad3ab68fee2,13
2113,6.8242536,10.285672,9.743519,0.0,0.0,0.0,2007.0,591.0,25.0,1fdc785c0152d86d661213038150195058a24703,13
2113,13.22975,14.419473,4.844408,0.0,0.0,0.0,2015.0,482.0,30.0,7340f090f8a0df5b109682e9f6d57e4b8ca1a2f7,13
2113,13.801726,12.8702965,8.509621,0.0,0.0,0.0,2011.0,401.0,38.0,053912e76e50c9f923a1fc1c173f1365776060cc,13
2113,11.34851,10.985184,12.095186,0.0,0.0,0.0,2009.0,1316.0,23.0,132e3d3b5cfc2f59db6ed69ac1eac4a1ee6dca71,13
2113,13.801726,15.203325,11.713089,0.0,0.0,0.0,2014.0,432.0,16.0,81b7dcaef4a53daab41658a4d1e97972d04b3384,13
2113,13.801726,13.006306,13.300007,0.0,0.0,0.0,2013.0,1223.0,23.0,667fb84bfca10bec165f9e2cca3e21f5e4829ca7,13
2113,8.235072,7.8340816,8.209669,0.0,0.0,0.0,2015.0,1222.0,21.0,3d2126066c6244e05ec4d2631262252f4369d9c1,13
2113,16.68763,14.075568,7.285649,0.0,0.0,0.0,2015.0,4347.0,136.0,15cf63f8d44179423b4100531db4bb84245aa6f1,13
2113,11.766813,7.2451005,10.530504,0.0,0.0,0.0,2013.0,878.0,23.0,8ecc044d920df247fbd455b752fd7cc0f7363ad7,13
2113,11.34851,9.1778145,9.065983,0.0,0.0,0.0,2011.0,688.0,25.0,e6bef595cb78bcad4880aea6a3a73ecd32fbfe06,13
2113,13.801726,11.9488125,0.0,0.0,0.0,0.0,2016.0,12458.0,45.0,2c03df8b48bf3fa39054345bafabfeff15bfd11d,13
2113,11.34851,10.025073,10.747524,0.0,0.0,0.0,2015.0,688.0,46.0,0b8759d61e93b809df16d9fe9010d2a2d7241c74,13
2123,16.691864,16.787712,0.0,0.0,0.0,0.0,2016.0,16.0,27.0,7bc5b58ae41b2be8afa6303c388ebffc5a56f471,16
2123,16.691864,16.042524,0.0,0.0,0.0,0.0,2013.0,32.0,20.0,bfb00ba8118d6702ac440734df509fbfbf677bd1,16
2123,12.286188,11.664918,0.0,0.0,0.0,0.0,2009.0,42.0,8.0,0e76fc7753fc034faeba57dc9c9d51460bc22b14,16
2123,5.208176,6.540393,0.0,0.0,0.0,0.0,2003.0,589.0,1.0,1f232c5678629a8abdf925ecdbb289ba05c5636e,16
2123,16.691864,10.09186,0.0,0.0,0.0,0.0,2016.0,8.0,16.0,97ee4f12bff3be3760fccf2cf028802e4480caa7,16
2128,9.345271,12.66602,0.0,0.0,0.0,0.0,2011.0,586.0,15.0,32cbd065ac9405530ce0b1832a9a58c7444ba305,15
2128,19.62101,22.720987,7.58492,0.0,0.0,0.0,2012.0,48.0,4.0,8753b86e55a2744b9be47a77f624b14902ff8b19,15
2128,9.013052,13.425206,0.0,0.0,0.0,0.0,2010.0,1103.0,10.0,0ee93827fad11535a8bed25b8d00eea35f41770e,15
2128,9.345271,13.042595,0.0,0.0,0.0,0.0,2011.0,487.0,29.0,5f47dff76174f0a0cda429e2ed0e733b4026ddea,15
2128,7.040666,9.676844,7.58492,0.0,0.0,0.0,2008.0,730.0,25.0,46132b59a8031452455260acb8348779b0cf1375,15
2128,7.8909745,11.642224,0.0,0.0,0.0,0.0,2010.0,372.0,18.0,1cf1c903962a2296c90f6c6483abd4d5e00f605b,15
2144,18.75026,23.590378,20.971508,0.0,0.0,0.0,2003.0,919.0,7.0,7b1cc19dec9289c66e7ab45e80e8c42273509ab6,29
2144,21.858484,23.085894,12.511668,0.0,0.0,0.0,2016.0,550.0,32.0,7568d13a82f7afa4be79f09c295940e48ec6db89,29
2144,20.18542,13.975037,8.138383,0.0,0.0,0.0,2011.0,370.0,19.0,5a47ba057a858f8c024d2518cc3731fc7eb40de1,29
2144,16.184074,15.127742,12.393612,0.0,0.0,0.0,2014.0,1113.0,37.0,03ff3f8f4d5a700fbe8f3a3e63a39523c29bb60f,29
2144,22.803518,18.740108,21.015915,0.0,0.0,0.0,2014.0,2535.0,30.0,1f6ba0782862ec12a5ec6d7fb608523d55b0c6ba,29
2144,21.858484,16.238457,21.67824,0.0,0.0,0.0,2012.0,22167.0,26.0,2315fc6c2c0c4abd2443e26a26e7bb86df8e24cc,29
2144,16.184074,19.239725,14.404051,13.156206,12.175657,0.0,1997.0,925.0,24.0,1d086defc586f914eb88acc380714478e0ad595c,29
2144,22.803518,18.740108,12.248394,0.0,0.0,0.0,2015.0,1295.0,9.0,1b2c6fb85e7e776b533fda63f92fabb04ed5e887,29
2170,4.615834,8.162806,5.8310957,0.0,0.0,0.0,2016.0,23.0,47.0,20d1ab61347f79765700eff2a269c65a4bc3ef1e,17
2170,5.9015894,10.892572,7.2800655,0.0,0.0,0.0,1993.0,1441.0,5.0,11ec6378801e6f8a800260b565439ff1cd9c5f5a,17
2170,7.0187936,12.38574,0.0,0.0,0.0,0.0,1991.0,1904.0,0.0,54acdb67ca083326c34eabdeb59bfdc01c748df0,17
2170,6.701629,4.346081,5.6056957,0.0,0.0,0.0,2005.0,534.0,8.0,c61134ada9f0e3f3373d635c31a8b3caa37f9977,17
2170,13.953995,10.278586,10.021662,0.0,0.0,0.0,1999.0,540.0,15.0,4b0b5733894ffc0b2968ddaab15d61751b87847a,17
2170,4.9222302,3.6818848,5.323166,0.0,0.0,0.0,2016.0,11.0,30.0,a244d76ed7903b114a05a66bbf310c1d129ef45b,17
2170,9.471483,10.479374,5.6056957,0.0,0.0,0.0,1998.0,2546.0,3.0,84ef1da11aa9a393c89f70360eae40cb238fc2ba,17
2170,11.283869,6.436514,6.698254,0.0,0.0,0.0,2002.0,576.0,17.0,94035e4ce9a71b22f9e053b4e28a55da273701f5,17
2170,5.9015894,4.128438,5.919897,0.0,0.0,0.0,2006.0,544.0,54.0,31848dc62d4eb5287461372a1fbf7b0c73f90d4b,17
2170,10.8679495,10.614519,6.667308,0.0,0.0,0.0,1997.0,1208.0,57.0,229a5963aa3649b5a9ad714c5764b07ddd8918d5,17
2170,13.953995,12.671716,8.224957,0.0,0.0,0.0,1993.0,872.0,35.0,34d6940c147e7679ec6d9e1729df161fdf73a026,17
2170,6.701629,0.0,5.8113217,0.0,0.0,0.0,2004.0,1112.0,83.0,0a9ea477abb8e3c286b77cef2b68da582d720e20,17
2170,13.323444,11.367863,6.271412,0.0,0.0,0.0,2000.0,562.0,19.0,6e483ec7530df88a1960b377a609d9d709ba7dd6,17
2170,5.6757326,3.5537543,6.1496925,0.0,0.0,0.0,2016.0,18.0,161.0,252a2dfcfdacb0b32062ace865c9d873fafa176a,17
2179,17.545782,12.175167,0.0,0.0,0.0,0.0,1979.0,365.0,0.0,463684a0a64561df368e004210595092e4e1f699,11
2179,11.124233,21.084135,0.0,0.0,0.0,0.0,2009.0,317.0,0.0,16e4b60bdcdff60504c8a66e4478a53350c00fff,11
2179,20.036919,17.787893,0.0,0.0,0.0,0.0,2010.0,124.0,21.0,10b4ec477d9853c072569372661d564ee15e505f,11
2179,13.600359,14.251532,0.0,0.0,0.0,0.0,1996.0,128.0,0.0,7f254db0c07323ae66f9b799f0d86913b8daa58d,11
2179,17.62824,20.454979,13.140571,0.0,0.0,0.0,2002.0,116.0,6.0,7be0c8625eb7a9b255f2eadd697018c41e8658a7,11
2179,9.847047,13.957812,0.0,0.0,0.0,0.0,1999.0,1146.0,22.0,9a134f5c0af43a38e27c1cfa61c6c8abab4a6d22,11
2201,5.93059,6.9325213,0.0,0.0,0.0,0.0,1999.0,619.0,0.0,ec61e388e41878de46f6477f3bee6b2c65e4783d,21
2201,8.582141,4.195756,0.0,0.0,0.0,0.0,2003.0,716.0,0.0,d6db0d651fa0711705e358bcdd3360c501cd0112,21
2201,6.6114883,6.5675883,4.3293605,0.0,0.0,0.0,2001.0,506.0,0.0,626c554ef2219e0751fc80104dab2e6bbb35f5a5,21
2201,8.175979,13.290171,4.359645,0.0,0.0,0.0,2011.0,114.0,201.0,e94cdadda5f35729c316b66774cb84553d1186bd,21
2201,7.159481,5.9420047,0.0,0.0,0.0,0.0,2000.0,2397.0,0.0,13a452754bbdb2804d8086ee0453125732fa8c42,21
2201,5.93059,12.119531,0.0,0.0,0.0,0.0,2006.0,96.0,64.0,4c71f9f96586fc0fafd6c361445be1c1dc203e5d,21
2215,15.907068,22.046665,7.034936,0.0,0.0,0.0,2008.0,18.0,53.0,d6aaf97482687a92a9e2bdecb4fa5a5c6f5cbb35,24
2215,19.074772,22.412952,8.464347,0.0,0.0,0.0,1982.0,1.0,0.0,1b7f88f51f7a961d5ab93193d5639207d5a9426c,24
2215,21.567158,22.488039,6.5413904,0.0,0.0,0.0,1990.0,4.0,0.0,c9c60d708641755e1bf96bd85576566fb1e86d85,24
2215,16.66716,21.332865,7.487118,0.0,0.0,0.0,2004.0,40.0,53.0,79bfdb796d0e5dd36108a7708e270247dd2caeea,24
2215,16.359877,23.54468,3.9390848,0.0,0.0,0.0,2011.0,6.0,0.0,a93ec8d422d7d915b97d6e1e212b949ce541de00,24
2215,4.901495,3.932916,0.0,0.0,0.0,0.0,2003.0,865.0,0.0,1078e6d918d4633f74364c9bb40dfc173edcaa81,24
2263,10.586664,28.158947,11.208759,0.0,0.0,0.0,2000.0,22.0,0.0,6455eecda6916b912b2a8667206424defc867186,10
2263,10.950093,30.549812,8.032637,0.0,0.0,0.0,2001.0,10.0,0.0,78cf9fb3bb711e6237c55ce087201c10b169a2ff,10
2263,9.927672,12.089102,0.0,0.0,0.0,0.0,2001.0,53.0,47.0,8730b6d8e26792d480f055f711252c9cdc6939c6,10
2263,14.730971,16.811596,0.0,0.0,0.0,0.0,2011.0,28.0,0.0,dd960db2c17f0315210d2ebf9400e5e095e26b99,10
2263,10.586664,30.824581,10.967831,0.0,0.0,0.0,2004.0,5.0,19.0,efd2cf2fac2bde2166ab0d0086efbc47b5d54104,10
2263,11.339363,16.44821,0.0,0.0,0.0,0.0,2001.0,22.0,9.0,95e55134b0bf5a042bec360ea3440d57289cc9ec,10
2264,11.152153,12.530318,8.906605,0.0,0.0,0.0,2013.0,110.0,15.0,238fdd61db37de997dc0ad988520ce4a6dee938a,21
2264,22.262997,24.613098,9.405824,0.0,0.0,0.0,2015.0,18.0,14.0,d1d4cb3af19e2f975a8a137bef7dee0329a9afbd,21
2264,19.402334,20.222454,7.0386953,0.0,0.0,0.0,2015.0,35.0,12.0,ec39483972e5c33f39d404a9894b904d3e3c2132,21
2264,25.277658,22.31616,4.283666,0.0,0.0,0.0,2005.0,0.0,0.0,d7ce9e4f9718b745848056718a0427cfe7f693b7,21
2264,23.11501,17.663403,0.0,0.0,0.0,0.0,2017.0,0.0,4.0,c509560abf7cd16e4eb761a9c7dd89b1d2f84598,21
2264,24.034834,19.79604,0.0,0.0,0.0,0.0,2013.0,1.0,0.0,e6f87935d5e18b1b9f1b6df3fb18e28142cefbc1,21
2329,12.73712,15.670694,0.0,0.0,0.0,0.0,2011.0,447.0,34.0,30d81a8166ca2c313bf7aeba46b2d38fb2699419,12
2329,13.159861,14.153444,5.9171968,0.0,0.0,0.0,2002.0,546.0,6.0,7fc94263a206d004f68a2bd6632cca2aeafd0b1b,12
2329,16.432121,9.403013,2.777008,0.0,0.0,0.0,2002.0,667.0,12.0,e98676168c257099e9ca73193535716d55d2049c,12
2329,16.432121,0.0,0.0,0.0,0.0,0.0,2007.0,287.0,1.0,24dea8ec5e73e21cc729a86e072a885b6456035b,12
2329,11.617533,16.354103,0.0,0.0,0.0,0.0,2007.0,9.0,5.0,37b77fcf365acd120e3625cfc8fb160ba7a1d1db,12
2329,15.174393,17.298573,7.9329686,0.0,0.0,0.0,2000.0,515.0,1.0,cf4c6036c332ace5b5a6222e791ac503e08bd5ff,12
2329,9.422636,7.5035768,0.0,0.0,0.0,0.0,2007.0,3175.0,0.0,7c064e1183d95326faa806d42f12a39acb9236ce,12
2329,14.655347,16.354103,0.0,0.0,0.0,0.0,2003.0,597.0,4.0,78525ed61c4316170ad9fbd18b55c473ca2832af,12
2334,16.8376,9.754584,5.0487046,0.0,0.0,0.0,2006.0,7.0,6.0,27187494ba3b242e113f8bcf488383461ab096e4,28
2334,16.8376,14.885836,0.0,0.0,0.0,0.0,2002.0,0.0,0.0,3893680274fa684a93ee7ab9b1066b183cecde8c,28
2334,7.8359394,4.381772,5.974677,0.0,0.0,0.0,2011.0,383.0,1.0,a10b7a2c80e2bae49d46b980ed03c074fe36bb2a,28
2334,9.6164055,16.446098,7.4585166,0.0,0.0,0.0,1999.0,3.0,1.0,c0bb8f001f52ca7362f35d7a02e3147c387c2e71,28
2334,16.920715,18.610668,8.277716,0.0,0.0,0.0,2012.0,1.0,0.0,2d4d5e09e7fad307e52564011033473ed1103512,28
2334,11.598024,13.527881,11.918644,0.0,0.0,0.0,2005.0,24.0,13.0,31cefd3b54dc6b6075a8140df62d8c672e9a770b,28
2339,6.642581,0.0,0.0,0.0,0.0,0.0,2004.0,35.0,8.0,03ecc83110e6b403c0340eab7ccdfe82a1a93a99,19
2339,8.7517,12.146412,12.145893,0.0,0.0,0.0,2011.0,0.0,0.0,c0497574b105ee546a7c5d0b35f96aeef7fdfced,19
2339,14.705656,18.89153,9.862958,0.0,0.0,0.0,2010.0,0.0,0.0,73514b42382cebe64fd2856d0dae9c2cb00a8f0a,19
2339,14.219475,17.378918,11.397096,0.0,0.0,0.0,2009.0,0.0,0.0,41908ab152a8255ad64a3306bf05f95db537e315,19
2339,5.934161,6.2219496,0.0,0.0,0.0,0.0,1997.0,15.0,0.0,d450f23bd8f50c4888e2200b4c10dfb7d07ada8e,19
2339,13.390203,18.846361,0.0,0.0,0.0,0.0,2012.0,0.0,0.0,419ad70d0ea9af81455181c623e9d30e8ed5f171,19
2346,15.688768,11.58514,6.770786,0.0,0.0,0.0,1998.0,147.0,33.0,20dd4ec30c3ee06b56e5763ec096c2f0f482eb8d,14
2346,13.287106,11.232992,3.7517343,0.0,0.0,0.0,2004.0,104.0,33.0,357b4dab39e34dbee581bb19881f6d78da2d1311,14
2346,7.1684656,7.67275,0.0,0.0,0.0,0.0,2007.0,629.0,10.0,945c05d471ef987e387f5fedf00c167181da8c8e,14
2346,15.010477,11.2713785,6.951228,0.0,0.0,0.0,1992.0,145.0,0.0,7eaa7b88c5dbde6e504d0b291b13bfbf87f5cf5e,14
2346,7.4428053,13.51152,6.770786,0.0,0.0,0.0,2006.0,194.0,111.0,353c4ab6943b671abffd9503f16c34706bc44fdb,14
2346,6.6762924,5.012864,0.0,0.0,0.0,0.0,2000.0,459.0,19.0,215dd707b3a89fe8682751ce8a812481cb60835c,14
2352,13.205331,0.0,0.0,0.0,0.0,0.0,1990.0,164.0,0.0,2791c241e8e5e91e5c7e4e9bbdd346c063530740,13
2352,12.194584,0.0,0.0,0.0,0.0,0.0,2007.0,604.0,1.0,3fcb7bbdc14e0375a07b31313313917ddd30e97c,13
2352,10.938699,0.0,0.0,0.0,0.0,0.0,2010.0,93.0,0.0,6a2dc8296a981317ea1fb082e71319f949614a36,13
2352,16.656828,16.069431,7.7175083,0.0,0.0,0.0,1991.0,1.0,0.0,93e49fe63f6384df9e9fa599aecc81cddcbf14fa,13
2352,12.194584,0.0,0.0,0.0,0.0,0.0,2006.0,220.0,29.0,192b9050f1f52344f6e58fa05cfd66642f719a01,13
2352,10.938699,14.326087,0.0,0.0,0.0,0.0,2007.0,95.0,28.0,d2042fb0180924d5dc64d36d5bea4963c69969c0,13
2375,6.2412744,13.846828,5.639592,0.0,0.0,0.0,2009.0,89.0,18.0,e44be8a17e59e21f95218720bf777a5d48b0f5b4,38
2375,7.2647724,4.285535,3.7167046,0.0,0.0,0.0,2003.0,62.0,23.0,14677c28b1bf959d76c3818b411a9c3bd8737b93,38
2375,5.5105186,16.782864,3.659981,0.0,0.0,0.0,2014.0,7.0,15.0,baf218509d32bf6528588263924d37f476ff6b4e,38
2375,5.8645525,6.919215,5.0897818,0.0,0.0,0.0,2009.0,4.0,3.0,974c67801ef3f47d7515a24bc89916189378ffd1,38
2375,0.0,0.0,0.0,0.0,0.0,0.0,2001.0,704.0,0.0,a555ee5d480993e2e9ee65ea21b8042f3177df14,38
2375,6.059195,8.373318,4.746603,0.0,0.0,0.0,2016.0,2.0,16.0,8d55ecdbb5019e8a2ed81818a3249498e8a58c75,38
2388,7.4202347,8.067627,0.0,0.0,0.0,0.0,1999.0,545.0,52.0,d0a9ea00fa117961a555a7beca2c0f24eaa3a93c,10
2388,6.7169633,8.252146,0.0,0.0,0.0,0.0,2000.0,953.0,89.0,94d46beaac1531f56c69c5de6e84c8955e234d66,10
2388,6.7169633,8.795646,0.0,0.0,0.0,0.0,2000.0,647.0,0.0,f42e701602118626fb21e8ed44f310717aa2b03d,10
2388,7.9310637,8.092623,0.0,0.0,0.0,0.0,2007.0,480.0,93.0,ad48bcd6e9fe91ade39079cdb3e6607904164c36,10
2388,7.9310637,0.0,0.0,0.0,0.0,0.0,1960.0,7486.0,0.0,552e3c59f9314a250898f12382f2e4e72715c7ba,10
2388,7.9310637,7.6957073,0.0,0.0,0.0,0.0,1961.0,9071.0,2.0,dcadc8fc5bf5534c20824842d8719e33c4ee2640,10
2388,7.5881705,7.0300264,0.0,0.0,0.0,0.0,2003.0,483.0,11.0,f01dae63ba869388576c3356fbf94917d6211320,10
2388,6.9842544,8.554192,0.0,0.0,0.0,0.0,2010.0,544.0,62.0,47a4ac5b8e51bfa0a40091039c46c628ae200c0e,10
2388,8.105601,8.052877,10.506332,0.0,0.0,0.0,1987.0,2864.0,6.0,a5ab73bca06b9592eba2f6bc79cd8b5eb0543c5c,10
2388,7.5881705,8.531477,0.0,0.0,0.0,0.0,2000.0,653.0,15.0,eccabfb80763edfa48c5f6ed0ec412e17f3a4781,10
2388,6.469378,8.707203,0.0,0.0,0.0,0.0,2006.0,934.0,72.0,cc56465fdc5a4efc142b1f467194a8d952ddfedb,10
2388,7.9310637,8.052877,0.0,0.0,0.0,0.0,2008.0,872.0,86.0,03b9fcd65774a367a85110bafe0e90d43fbd1f37,10
2388,6.7169633,8.4004545,0.0,0.0,0.0,0.0,2005.0,806.0,0.0,684dde789668d08e598761a2e149f1b02160b98e,10
2388,6.469378,8.21806,0.0,0.0,0.0,0.0,2002.0,949.0,26.0,de261882049731e262c7ba4a2e0a710cd0cc807c,10
2388,6.469378,8.252146,0.0,0.0,0.0,0.0,2001.0,4856.0,23.0,0b5eecaa7abedf6b1cacf52ce712d6a00b0ec38f,10
2388,7.2736983,8.707203,0.0,0.0,0.0,0.0,2003.0,565.0,241.0,a66a946cf541a8c69b871163018b8cbac0fb0e41,10
