id,Advanced,Developing,DocLevel,H,L,DocHLevel
348b623da46a08ea126c924f349f8c785c995a6d,0.0,3.0,Developing,0.0,3.0,L
349e5453f7e6721ec4f4e8522dc06b649763557f,4.0,0.0,Advanced,4.0,0.0,H
34ae1e95775cfec793441c9f588a68c0020f21e5,1.0,0.0,Advanced,1.0,0.0,H
34b6de1aee17441021e62b63c543abc1c28b0928,1.0,0.0,Advanced,0.0,1.0,L
34ba4f3d2a38b88153308f2a7f12651b440f5812,3.0,0.0,Advanced,1.0,2.0,Mixed
34da16887fa644db83517ed70f05a372781e4cac,1.0,0.0,Advanced,0.0,1.0,L
35180f822b0debe3a1bb120a1ab64c46b11f02c7,0.0,8.0,Developing,2.0,6.0,Mixed
354a4260828443405270d6db93fdf999f20a0233,3.0,0.0,Advanced,,,
354d7aa52ca3263ce321c62b83780db2d92fd594,2.0,0.0,Advanced,2.0,0.0,H
355ade747272261d5eb2bcf738d26adc79ef2f4b,2.0,0.0,Advanced,2.0,0.0,H
35627442d7073968b06868821722e5db8c21062d,3.0,0.0,Advanced,,,
356467eeac91ddd6cc7bbc67a66d688990490a5f,2.0,0.0,Advanced,,,
358bd07ff915cac8ee8071a726efbbbccd962e7b,0.0,3.0,Developing,0.0,3.0,L
35aee9bc81992ac4f92f6f9ef453e436b3b66b5f,3.0,4.0,Mixed,2.0,5.0,Mixed
35b40f120683637c647a567e3f39c124ad529326,3.0,0.0,Advanced,2.0,1.0,Mixed
35bbae54ababa20c46cc423660fe7f1188409c01,1.0,0.0,Advanced,1.0,0.0,H
35cf70019ffab863e1b075b2302efd996a2e32ad,2.0,0.0,Advanced,2.0,0.0,H
35d0c9c523f90c5d6ecd08fcbd9bb016860dab28,1.0,0.0,Advanced,0.0,1.0,L
35d9fd375cbd4d75a456d117b25f74f2229c6ab5,1.0,0.0,Advanced,1.0,0.0,H
35fda76279d9962a2caeed17de5addbe6be22cea,5.0,0.0,Advanced,5.0,0.0,H
362ac4ffaba0adf504415beb5778591a6368be43,5.0,0.0,Advanced,5.0,0.0,H
363d105f439431ae40539b573f657a63da9d764d,0.0,1.0,Developing,0.0,1.0,L
3641dc6345c163a6b8d926e946a46eb95cbc4a66,3.0,0.0,Advanced,3.0,0.0,H
3642b59776f0fa5d51a0cda428664108de88989b,4.0,0.0,Advanced,4.0,0.0,H
3665cc6529a29bb4535baa116cfdfe2ab55c477f,3.0,0.0,Advanced,2.0,1.0,Mixed
36708087bb954d1db60a1775bdaa1f32d170c8ab,1.0,0.0,Advanced,1.0,0.0,H
3671736e7a39e7855c33154e6fa76b2a256e8bc7,2.0,0.0,Advanced,2.0,0.0,H
3692d1c5e36145a5783135f3f077f6486e263d23,2.0,0.0,Advanced,1.0,1.0,Mixed
3696643bd78716dc18b0aebcf51d4ff7bb379674,1.0,0.0,Advanced,0.0,1.0,L
36bb1983dceb84f33d9adcf4ef032c9b0aeed1e4,3.0,0.0,Advanced,2.0,1.0,Mixed
36d6490a78b5123b9ab455c040a8ab902e3a3e1a,2.0,0.0,Advanced,2.0,0.0,H
36e7ed6d1e10a91fa96cbfe96463f932c5c52324,3.0,0.0,Advanced,3.0,0.0,H
36ec5ce3a7bbb3d873b2ce1dbd32de57507d39e9,3.0,0.0,Advanced,2.0,1.0,Mixed
36f49b05d764bf5c10428b082c2d96c13c4203b9,4.0,0.0,Advanced,4.0,0.0,H
36f61a2dc6607eb76f307baf7da5bbaec185ec8a,,,,5.0,2.0,Mixed
3714614b9bbced825c1ca997fe1da580f078d2af,0.0,2.0,Developing,1.0,1.0,Mixed
37223668c8cd49cd45a3baa2e94da647da22fa4f,8.0,0.0,Advanced,4.0,4.0,Mixed
3739bc58c2f162830c8e9a8db1007c05a9f2c290,0.0,1.0,Developing,,,
373cb9f145a8edb40d611c2a37315f5a44362ab6,4.0,0.0,Advanced,1.0,3.0,Mixed
375301817bb773bac16f4de572b1ba452d2e5955,2.0,0.0,Advanced,1.0,1.0,Mixed
37692d1b7044176ea3f152028d1667a34801bf1e,1.0,0.0,Advanced,0.0,1.0,L
379f897fa771cc8fecddac7e982c6fb0a3fffb86,2.0,0.0,Advanced,2.0,0.0,H
37a468d1f35dbd9d45950745e4f233471432a57d,4.0,0.0,Advanced,2.0,2.0,Mixed
37b2e6afef82476c5511f119d1b00766faf8f7d1,3.0,0.0,Advanced,3.0,0.0,H
37c7ea6c4de77114b729a2dc65b2536bee46ff4b,4.0,0.0,Advanced,8.0,1.0,Mixed
37cc72a3221dafedf67f6a56cb4f88b72e968a04,0.0,3.0,Developing,0.0,2.0,L
37de1dc198dcdf9e348e281877bf8f4dee2b7f28,2.0,0.0,Advanced,1.0,1.0,Mixed
38016073001359c1ed5ff110950c69f5eb3e936d,4.0,0.0,Advanced,1.0,3.0,Mixed
3813c9cb1bbbf699998b622fe4c8dbb02c9db482,3.0,0.0,Advanced,3.0,0.0,H
383303197268a87c93f74901c602084663c2cccf,1.0,0.0,Advanced,,,
383319f16c4819aa1c23ac7978269c92adfbb18e,2.0,0.0,Advanced,2.0,0.0,H
3843b46e2f6c048760b01767620f08b1f25cecef,2.0,0.0,Advanced,2.0,0.0,H
38540adfb6902f8d6c4a6f6371d2bb62688fc348,8.0,0.0,Advanced,8.0,0.0,H
38596a295f88bdd29b3433a911ef2a65123436c0,3.0,0.0,Advanced,2.0,1.0,Mixed
3859af26750b0d0c7d5579174291044b245e9cc5,1.0,0.0,Advanced,0.0,1.0,L
3861839d05cb39ec928590b169f08a5c119fb56f,4.0,0.0,Advanced,4.0,0.0,H
38647fb450fd36fa9a8b08fafdb8d18a2042d7dc,1.0,0.0,Advanced,0.0,1.0,L
38732c0e5ffeb4c53496b29d41cd9d7f3c0fd988,5.0,0.0,Advanced,4.0,1.0,Mixed
3885a77262dd5848d70891e4aebfca82cdf2cf00,2.0,0.0,Advanced,1.0,1.0,Mixed
38ad845398de1f044a5e1243506c70f04063827c,1.0,0.0,Advanced,1.0,0.0,H
38cfc0540a7ff7292aaca8e8f3cf4b5f9d7a0332,1.0,0.0,Advanced,2.0,0.0,H
38dd11deaadd13d2c21904ae2bdf9789f6cfbbbb,2.0,0.0,Advanced,2.0,0.0,H
38de43cc61a5a5202e315104ffbe6a72335928cb,3.0,2.0,Mixed,4.0,1.0,Mixed
38f1606ce1bf15a5035c651597977e86e97ed2d2,4.0,0.0,Advanced,2.0,2.0,Mixed
38ff1c61916e9ca6a890b0ffac6e7b1d773fcd1e,1.0,3.0,Mixed,,,
3906cb7c3a7376b00ecbcbf7dba4ec50afbea21e,2.0,0.0,Advanced,1.0,1.0,Mixed
391919c8a42afe6daa7ea6e32b20021f4e7dd27c,2.0,0.0,Advanced,1.0,0.0,H
3919c918621adb15a95f0652712148ba56d559b9,0.0,2.0,Developing,2.0,0.0,H
3940e507cdf316b80e42504df02969e5449c925f,0.0,2.0,Developing,0.0,2.0,L
3981d38f26c52c60760bda54b792e7fceabd6c97,1.0,0.0,Advanced,1.0,0.0,H
3985df5d3be8c96e7e6ea83ab20cada776a54915,3.0,0.0,Advanced,3.0,0.0,H
398a34b83ac2c82f35245d75621149f275b33cfd,2.0,0.0,Advanced,2.0,0.0,H
398db27d22e5257cda4d024a4423965f6e01cb1d,1.0,0.0,Advanced,2.0,0.0,H
398ea31c57854cffa9d267673cfaf9c1bd72bed4,1.0,0.0,Advanced,1.0,0.0,H
39a0d71730c6af3bc8684c36161f82d362e17544,2.0,3.0,Mixed,2.0,3.0,Mixed
39a6a4d5b699ab66fd147b7383659e35036639fe,3.0,0.0,Advanced,2.0,1.0,Mixed
39cc3a963eb79fa8d116b4b5252720e892f6e1a0,2.0,0.0,Advanced,1.0,1.0,Mixed
39cf69302f0e64c9ae81695d3169770f3e32e4bc,10.0,0.0,Advanced,4.0,6.0,Mixed
39d3dce00bc21ef62938a804849cc44b7d366535,8.0,0.0,Advanced,6.0,2.0,Mixed
39e462bbfd1bdc1e3b7157cff1ee7000f7d092b6,3.0,0.0,Advanced,1.0,2.0,Mixed
3a056216bdfc3ec7d9e2fceef9c688380f7a1b86,8.0,0.0,Advanced,7.0,1.0,Mixed
3a3a7b944ab5b33f3ad9888de2bc88a5a59a7e74,3.0,0.0,Advanced,3.0,0.0,H
3a400d270678eebd11d49bd07958990689a5cd34,10.0,0.0,Advanced,1.0,9.0,Mixed
3a6acf19aebb148687acf2ae972a388217eb426c,1.0,0.0,Advanced,1.0,0.0,H
3a78995510cf33edf0ee4265abe23ffdc55986cb,3.0,0.0,Advanced,3.0,0.0,H
3a8502b2d906c347649e74baad6cba4cf26212bc,1.0,0.0,Advanced,0.0,1.0,L
3a86c96e20544bc597fea6ff675a6caeb017a04d,4.0,0.0,Advanced,3.0,1.0,Mixed
3a93ac2f2aa9d2c066af211766d69370f9bd94be,,,,1.0,0.0,H
3a9b599b2d8242520ac01621b86209faff208e75,1.0,0.0,Advanced,1.0,0.0,H
3ab2a2be2d3c8730a43d80dcd99cb8cd4ea2f733,0.0,6.0,Developing,3.0,3.0,Mixed
3ab94cdd61d8ca18859b53135bdbcc2908242ec5,1.0,0.0,Advanced,1.0,0.0,H
3ad14fb998fa6c9fec9bdd793ccbe5c3b2ff9b87,0.0,1.0,Developing,0.0,1.0,L
3adbcf6132283468e40e9b97ced3dadb3026b877,5.0,0.0,Advanced,4.0,1.0,Mixed
3ae06b21b40cffa07ac1e92e0c453aa835f8a70b,1.0,0.0,Advanced,1.0,0.0,H
3b15c112ffca39c509ee4b15b588d3b0cc708132,0.0,3.0,Developing,0.0,3.0,L
3b1bae14269d1e3bbb45f79bb471af3bd0bf4e1e,4.0,0.0,Advanced,4.0,0.0,H
3b29ec2c0e9de927f80feeeb5337a832ee6cd3b6,0.0,5.0,Developing,2.0,6.0,Mixed
3b3f5ac79951216d06c3df46343513090014daf7,0.0,2.0,Developing,0.0,2.0,L
3b756a7fe18094f1fd6041c5be59acc2c17a8fb0,2.0,0.0,Advanced,0.0,2.0,L
3b9b9c57ad7431af5524dfb1d0b044c19cfcd2e8,10.0,0.0,Advanced,10.0,0.0,H
3ba6c26f6d1c541960529d46317f510daaba7d23,,,,0.0,1.0,L
3ba98b0fc0f9b29e2456e798212a51bf6e206d87,2.0,0.0,Advanced,2.0,0.0,H
3bb4c3127c77ffb06a81cfe09862716a0828114c,0.0,6.0,Developing,6.0,0.0,H
3bc9a3edb7d4c3a9b5c68a0a97dfd141f9a789fa,4.0,0.0,Advanced,1.0,3.0,Mixed
3bf086455c3f9048ec465536c9de9d326ea8af21,0.0,1.0,Developing,0.0,1.0,L
3c0b5ace14d726e29c4e0a35690911e2e4534d5e,3.0,0.0,Advanced,2.0,1.0,Mixed
3c0f7caec87e0a1c6dbee1d62c8d1f5e9a760d15,4.0,0.0,Advanced,,,
3c181c06a2839fec6e67a9cd8f0825a5a5dc220b,8.0,0.0,Advanced,7.0,1.0,Mixed
3c50b229b9a59de264df893f6444d515f2546ca1,5.0,0.0,Advanced,4.0,1.0,Mixed
3c54695422e4d6f0a76850887c58ffc5d82f6365,1.0,0.0,Advanced,1.0,0.0,H
3c770ed4786a82e6280111093de52652482352c5,0.0,1.0,Developing,0.0,1.0,L
3c835420c2ecf60d1b3ed5b539a7f56b5aedb6b5,3.0,0.0,Advanced,2.0,1.0,Mixed
3c8c77643abbe6046229fc9479853635f60f7c50,4.0,0.0,Advanced,3.0,1.0,Mixed
3c8d63464994a02b01dcb68a6aea7870d8fb9016,1.0,0.0,Advanced,0.0,1.0,L
3c8fc4cab9f41d695f637d1ffaa55af6cc39522b,2.0,0.0,Advanced,0.0,2.0,L
3cafc4ab599cf76ea3d1a0e3b433c679e1ce860e,3.0,0.0,Advanced,3.0,0.0,H
3cb4291027b18ea13b406ab943c8452ac5ac55fa,2.0,0.0,Advanced,2.0,0.0,H
3cb4c357df6c695c8f60c43398e7e6a540b82357,3.0,0.0,Advanced,3.0,0.0,H
3cb80b8887fd4d4d7e09e198c2628b12b9d8c831,0.0,6.0,Developing,5.0,1.0,Mixed
3ccf1130762e5742602ba32a4c3eb48957e276d9,1.0,0.0,Advanced,0.0,1.0,L
3cf7e7d7abb79f1531642cee479f025de927f890,2.0,0.0,Advanced,2.0,0.0,H
3cfc0b1e3c19ffb422f0c98754c382a9d8fbbc0b,2.0,0.0,Advanced,,,
3d263533739691465efe2256bd75853f8cbc922d,6.0,0.0,Advanced,2.0,4.0,Mixed
3d3f789a56dca288b2c8e23ef047a2b342184950,3.0,0.0,Advanced,1.0,2.0,Mixed
3d4f7d628f7c509b478dab48aa928df33c8acb2a,2.0,2.0,Mixed,,,
3d614a0da2dc71c4068f8e9bcc32067959b8e00f,6.0,0.0,Advanced,3.0,3.0,Mixed
3d9c9982b639be42e97c1d0dc4b5ce74d163f064,3.0,0.0,Advanced,1.0,2.0,Mixed
3db495e37690e21e154084f5035218a7d07274f9,2.0,0.0,Advanced,2.0,0.0,H
3dd4ec5b48bf46f306a244808a2bd7e142a9fd00,0.0,2.0,Developing,0.0,2.0,L
3dde968852950d3488071a12ab2c2e30e2132331,5.0,0.0,Advanced,5.0,0.0,H
3e004662dbea2a08f88a5e4ef6d20b31cba79cb4,1.0,0.0,Advanced,1.0,0.0,H
3e056e2518f1c5d2bda4daeb020580a896eaa3e7,0.0,10.0,Developing,2.0,8.0,Mixed
3e0a5def049fc5b735f2b97e5737c43a759fa745,3.0,0.0,Advanced,2.0,1.0,Mixed
3e13666d226921daf6ffbd4e4910ced8a41ba706,2.0,0.0,Advanced,2.0,0.0,H
3e19046c665867bbe557685da60738a40738010a,3.0,0.0,Advanced,2.0,1.0,Mixed
3e25f535a30414dc502bf3f0cc3f902c7e7d0819,6.0,0.0,Advanced,4.0,2.0,Mixed
3e2f57763fa758a3f5c5a8704f7f569e74bc8e5b,4.0,0.0,Advanced,4.0,0.0,H
3e392a0d1b3cdb9013ae0c18317cc7f555a16dca,1.0,0.0,Advanced,1.0,0.0,H
3e522640837b8b289c8fb78a60f3b1fa44b6a1eb,,,,1.0,0.0,H
3e532b80d4abafe7f662e3ea41d32f03d960e3b3,1.0,0.0,Advanced,0.0,1.0,L
3e58afda45800782bff38d75e724d4407dc76311,4.0,0.0,Advanced,0.0,4.0,L
3e610ef8dfe03e35bb12f850b3a7a235de70ff50,8.0,0.0,Advanced,,,
3e6ba9926b1de169cbd6df112648db901ffa3a9f,8.0,0.0,Advanced,0.0,1.0,L
3e9629366f3f2ddf48122b9d6ad973bca212037e,2.0,0.0,Advanced,1.0,1.0,Mixed
3eaa179c76fd67b5e6e93f72562be2e2fd4e0000,5.0,0.0,Advanced,4.0,1.0,Mixed
3ead86286f338886798ccbda98cebc46d90f192a,3.0,0.0,Advanced,2.0,1.0,Mixed
3ead8c6e3252d70702a23fe63cfcbe4a132d30a6,3.0,0.0,Advanced,0.0,3.0,L
3eb1583b3c942757f78e9988337234001f5f4b5e,,,,0.0,1.0,L
3ec1eb120d6bcca31ddc69832be05988c0952e60,3.0,0.0,Advanced,1.0,3.0,Mixed
3ec229ccbd1ded188f11f279c88613c77b2b7a12,1.0,0.0,Advanced,1.0,0.0,H
3ec4b5ac8b713c7103f02c076898dc6ff05b7984,,,,1.0,0.0,H
3ec7ac7e7892b6b7997f24b24b45b330bc4835b4,2.0,0.0,Advanced,1.0,1.0,Mixed
3ed5a2d875ccbafeecd7fa6757db975588b82cbd,3.0,0.0,Advanced,3.0,0.0,H
3eda3b93c90dba68e1a8a50fa79d26155abd49db,1.0,3.0,Mixed,2.0,2.0,Mixed
3eea3c1604156b396d3a52e73f5cd33b57aabea3,2.0,0.0,Advanced,0.0,2.0,L
3eeeeb52c2af2ff158029d2a367d230f5a060cb4,0.0,3.0,Developing,0.0,3.0,L
3ef14b5d72a802267a35beefc2e6f67b0d8a0805,3.0,0.0,Advanced,3.0,1.0,Mixed
3ef7e20fdb11cd7748243350dbef67a4a2551871,3.0,0.0,Advanced,,,
3f00552c9ea625e8f41fe359d1d2fe066a859772,3.0,0.0,Advanced,0.0,3.0,L
3f2129faec4a8d0c64ac58dcc4c7fe7f548d1461,1.0,1.0,Mixed,1.0,1.0,Mixed
3f3f679751e4c0f43af2be3243f00d91a607ea16,2.0,0.0,Advanced,,,
3f5b8afed85effefbd510a1a13033d0e0956e913,0.0,7.0,Developing,4.0,3.0,Mixed
3f7540ee7ed8fbde7d0af44542f30718e23e7100,3.0,0.0,Advanced,2.0,1.0,Mixed
3f78650742c5dee0dd6ce59ecfd3b80aff903d91,2.0,3.0,Mixed,5.0,0.0,H
3f78c608d67fd73294a282c1417e1e46e7a370e8,6.0,0.0,Advanced,0.0,6.0,L
3f87dfc383f181e42b76c7ff14c1e926dc6acbe2,1.0,0.0,Advanced,,,
3faa411e8b062069a3f4fa43a047240669594efe,1.0,0.0,Advanced,0.0,1.0,L
3faa5be3da17725bd56c121ef863007a63618465,5.0,0.0,Advanced,5.0,0.0,H
3fad70da06d30ddff62f815f29d26a33277e0aef,2.0,7.0,Mixed,1.0,0.0,H
3faf903e590226a9c0f3c9b522bf3e5e99d07b69,4.0,0.0,Advanced,3.0,1.0,Mixed
3fe2d5c19fd0061b333b11fd87052fc9df8b31cf,5.0,0.0,Advanced,1.0,4.0,Mixed
3ff84143c62c34703be5afa60ce61e19c33cc114,1.0,0.0,Advanced,1.0,0.0,H
4001e5d3d4cb7d9207348cbe4fca06f34bb0ed59,0.0,4.0,Developing,2.0,2.0,Mixed
4007a8c352aad3f789906f2ab9704f129eb39db1,4.0,0.0,Advanced,,,
400a79d8268d7887d8d80dcf2a39f9b45f9c8c3d,1.0,0.0,Advanced,1.0,0.0,H
401108344e6ec7355e3dce188b7403c7014b0fa5,3.0,0.0,Advanced,3.0,0.0,H
401f38aabb82c47f6cf13b94c78d542c15f93eb4,2.0,0.0,Advanced,,,
402484cefeb022ac4c243e88ef4bd748b72df2c2,5.0,0.0,Advanced,,,
402645358d0b8b863060bb058b9c8b8e5cd1667e,1.0,0.0,Advanced,1.0,0.0,H
403136735248d730419f89e3a329b08de98bc0ea,1.0,0.0,Advanced,0.0,1.0,L
4038af0dce960396bddc7b9e478049208ebfd82f,2.0,0.0,Advanced,1.0,1.0,Mixed
40427137084ceedab41a543a92b19633e0b7633c,4.0,0.0,Advanced,3.0,1.0,Mixed
404343f4007d587f0393bdb8a9a065da569024ac,2.0,0.0,Advanced,2.0,0.0,H
405664697fc0e0fea67ee2001aa85c9dfa138b5b,5.0,0.0,Advanced,1.0,4.0,Mixed
40687b11b7c4141fc73a4b6311356ece87c53049,3.0,0.0,Advanced,,,
406f6caa0b091cd9305d69b58e075765728b3802,1.0,0.0,Advanced,1.0,1.0,Mixed
408b6295e901e3e6d96b55a69ca6f6eda762891e,6.0,0.0,Advanced,6.0,0.0,H
408cd4babeec632bc45f1db22f0f25912bdee428,1.0,0.0,Advanced,0.0,1.0,L
409090a8fa7edfededc03c396a16f6f57144270c,3.0,0.0,Advanced,2.0,1.0,Mixed
4091159d28a64fb56c1060f181bc3fdb77ec84d0,2.0,5.0,Mixed,6.0,1.0,Mixed
409d3f740518eafcfaadb054d9239009f3f34600,1.0,0.0,Advanced,1.0,0.0,H
40be3888daa5c2e5af4d36ae22f690bcc8caf600,3.0,0.0,Advanced,3.0,0.0,H
40c0bab2595a146a5a46c89014172ced20b86866,2.0,0.0,Advanced,1.0,1.0,Mixed
40c95b8d9978433400a7c032f37c34d140990bb6,2.0,0.0,Advanced,2.0,0.0,H
40cf9b8ac93a4ff89516f60a9e21867bb667104d,3.0,0.0,Advanced,3.0,0.0,H
40d14fc231f44ef2c826a70701c91f2c13608c17,1.0,0.0,Advanced,0.0,1.0,L
40df12d22be8cb8f21a55cc5684a4bfb83654ffb,1.0,2.0,Mixed,1.0,2.0,Mixed
40e4cdf801076429e1c24e96878eac3d3b46ede0,6.0,0.0,Advanced,5.0,1.0,Mixed
40e74473cb82231559cbaeaa44989e9bbfe7ec3f,2.0,0.0,Advanced,2.0,0.0,H
40f95a44809297ebf03e1a5a6e41fd14807981aa,0.0,1.0,Developing,0.0,1.0,L
4106cc16aac157c0c60747ea9641fee7e819e4c4,0.0,1.0,Developing,0.0,1.0,L
4109b08c663b919cd74db415d3f82d3ea6e648ad,3.0,0.0,Advanced,3.0,0.0,H
410b473157a19bff7af01a0586664a956988c66d,2.0,0.0,Advanced,,,
410da8e51d4963fef3f76604877179e6838ad29c,2.0,0.0,Advanced,0.0,2.0,L
41183dd50420186001ee6a52a15e132e3f3654e1,2.0,0.0,Advanced,0.0,2.0,L
413f742b5afc036591a076c9611f069935486d48,1.0,0.0,Advanced,0.0,1.0,L
41664de97d5ce4858dce86d309b5f6c1426c0075,5.0,0.0,Advanced,3.0,2.0,Mixed
4172c088b191df408ba17989471effc145183173,3.0,0.0,Advanced,1.0,2.0,Mixed
417521993edfb2631f6ffc8ae5945a5aef0ca384,2.0,0.0,Advanced,1.0,1.0,Mixed
419b85a5bd02436a89113c2b2dd521b410e2d7df,1.0,0.0,Advanced,0.0,1.0,L
419e7164b95979352b0fda7c6f9e30c4e06b782c,3.0,0.0,Advanced,3.0,0.0,H
41a441ce0081c8a829a982dc19c60131bfbde046,1.0,0.0,Advanced,1.0,0.0,H
41c124bfbbd47a6e70dd493a4236cbe011d12d72,2.0,0.0,Advanced,2.0,0.0,H
41d3c76a039de08e7b0d2eb9121c65b99d51341d,10.0,0.0,Advanced,7.0,3.0,Mixed
41d7ec8f07aca0944d6264c92614b2f5238dee81,1.0,0.0,Advanced,1.0,0.0,H
41f5caf540db98743f93ef7cd223b2155bdeff47,2.0,0.0,Advanced,2.0,0.0,H
421151fa75e40dd86414215abf29d9f2c052a2e1,8.0,0.0,Advanced,7.0,1.0,Mixed
422bb9f9376cdcc2279b7283128c04dad60fe1e7,3.0,0.0,Advanced,1.0,0.0,H
4238126477c7fb9bfb8c71bef035affbd474b2d6,1.0,0.0,Advanced,0.0,1.0,L
424287ce28c1232dcde8aea275e132cf2ec838bd,2.0,0.0,Advanced,0.0,2.0,L
4244f5595bc6ddf93eb0e5c568b5967134652f27,0.0,2.0,Developing,0.0,2.0,L
4257838337489dfce4b271033bfea06351c4d184,4.0,0.0,Advanced,1.0,3.0,Mixed
425a974c10ac134c4d20e7df18a1015cbae67b8b,3.0,0.0,Advanced,,,
427a90eeb96919fae7a202cadb57b57a56e19360,2.0,0.0,Advanced,1.0,1.0,Mixed
428e709d60388be37f28d71ba43e1e67fd6328b0,4.0,0.0,Advanced,3.0,1.0,Mixed
42a5051eb5716fc913ba16e99488aed19587ddb0,0.0,7.0,Developing,5.0,2.0,Mixed
42d0983857bcb63c2338f3d7c641943a5ea4daab,,,,0.0,1.0,L
42db1ec146ecd8cca86e3b6e46e842edd1fee238,1.0,0.0,Advanced,0.0,1.0,L
42e4763852d2ef1e282650a340283551f20f6f33,0.0,2.0,Developing,1.0,1.0,Mixed
42f00eb1a800f583058487e69515c82e1d346e71,8.0,0.0,Advanced,5.0,3.0,Mixed
42f0a4892895e9a75f119464baef042363b226f5,0.0,3.0,Developing,0.0,3.0,L
42fda05d0e10883a9d394ec96cc6bfa40bc4699f,1.0,0.0,Advanced,1.0,0.0,H
42fed0a3caa7f32d3e4a573e3a3b6589c380a3b5,4.0,1.0,Mixed,0.0,5.0,L
431b0dc04b75762d051add233ce018b11e6d1a2b,2.0,1.0,Mixed,2.0,1.0,Mixed
433ce2be86f13cffce8f253fe109871cee923854,4.0,0.0,Advanced,4.0,0.0,H
43428880d75b3a14257c3ee9bda054e61eb869c0,,,,4.0,1.0,Mixed
436bd79906d97e6f527d85f22222531cf11258cb,3.0,0.0,Advanced,1.0,2.0,Mixed
437197ae1e6226c5fa99b2cea37e6671e33ac3f5,0.0,2.0,Developing,0.0,2.0,L
4372b18cf5d24053b7490f53b118d5258e638a9a,1.0,0.0,Advanced,,,
4373a6aa7aac98f7e990c67f017e27a7b67e068c,1.0,0.0,Advanced,,,
437c55b70eb6c1bb05333e134c37cc153a6bb6e3,3.0,0.0,Advanced,2.0,1.0,Mixed
43850f670e6238c1286c915ef745f28618b7dd31,1.0,0.0,Advanced,1.0,0.0,H
439c0c17e285f6b8918d0dc8b378177c5648108a,2.0,0.0,Advanced,2.0,0.0,H
43a8e1e54fceff27ebbf4b0a1f52ef130d0fcbf0,5.0,0.0,Advanced,5.0,0.0,H
43aea05425a3e3f04b676d3d8be643339507428a,8.0,0.0,Advanced,3.0,5.0,Mixed
43b854bb89f212e2d69a4b64ef0c28ff4d09f666,3.0,0.0,Advanced,3.0,0.0,H
43c02f86d4acc7b4974bbd1f55d661977d29a6a3,7.0,0.0,Advanced,1.0,6.0,Mixed
43c05444fbc239321f6676f3cd539cac34fde7b8,2.0,0.0,Advanced,2.0,0.0,H
43d75699788aeaf3a47fd0997d187e84e5f7b6a4,3.0,0.0,Advanced,3.0,0.0,H
4417a367f69b1e0f0281f8dee13403deb8e91174,0.0,2.0,Developing,1.0,1.0,Mixed
442aea83a61b6e639a5a0d517f5b3d0e78d0f3e3,3.0,0.0,Advanced,3.0,0.0,H
4440de040eb562c072f1a30e9a69a530d70491f1,1.0,0.0,Advanced,1.0,0.0,H
446a33cf83184ccd3f8eb29f22544bf25d6d769b,0.0,4.0,Developing,0.0,4.0,L
446f1451aa594b13bf9b785533975f92608f2329,2.0,0.0,Advanced,1.0,1.0,Mixed
447d8893652c9e7107dcc9e49700377afc3d366c,7.0,0.0,Advanced,6.0,1.0,Mixed
4481d852ad1520fccea0cf0597fa34eed0c64250,3.0,0.0,Advanced,2.0,1.0,Mixed
44856fea7203a7e02f68d5fcc3390f2d44ba8b73,1.0,0.0,Advanced,0.0,1.0,L
4494644705f61dc95dcff96e62001a9b76d1ef4d,3.0,0.0,Advanced,3.0,0.0,H
4494b1d109589b0b8eb801c1117b16706c7c05de,6.0,0.0,Advanced,2.0,4.0,Mixed
4497bfffb196a10b41c6d64f72b6201ea6d73bba,1.0,0.0,Advanced,0.0,1.0,L
44b1b0468bc03c255e7de1a141437887a4fdaaad,5.0,0.0,Advanced,5.0,0.0,H
44d2abe2175df8153f465f6c39b68b76a0d40ab9,2.0,0.0,Advanced,,,
44e6c47ff5ec31fb6d26b6b2b1bf4e0cb119d2fe,3.0,0.0,Advanced,2.0,1.0,Mixed
44f09b2f5c1fda57a30d22caf475e4a08108c378,3.0,0.0,Advanced,3.0,0.0,H
44fe01145116414662b31e180863c4e1ada51103,0.0,6.0,Developing,0.0,6.0,L
4510a11fce6444f952ce06adbe721ac8c457b5e2,0.0,1.0,Developing,1.0,0.0,H
45310c3ace403329b1fce03cb973830412bf7307,1.0,0.0,Advanced,1.0,0.0,H
45487720a709b1283b7dd02614de3eefbeda4cea,7.0,0.0,Advanced,3.0,4.0,Mixed
45552fa9afba0c33f4a24cbc40e0b044938442cb,1.0,0.0,Advanced,0.0,1.0,L
4579b071bef6077f659a83074e70ddd5b2074fcf,7.0,0.0,Advanced,5.0,2.0,Mixed
4583fa2cd070ba3305fb856490989a5e2b42dad8,1.0,0.0,Advanced,0.0,1.0,L
45998cdfeb369612dc91c1f2a8a28247be797b76,1.0,0.0,Advanced,,,
45a62c1c4a5ef9c495a820a553b8f4771c3117e4,3.0,0.0,Advanced,0.0,3.0,L
45bc6abe8925f5536dc604d00e3fc06efbede4f8,2.0,0.0,Advanced,2.0,1.0,Mixed
45d4a311d595d345821f263d531f1d350da83586,0.0,4.0,Developing,,,
45dfef0cc1ed96558c1c650432ce39d6a1050b6a,2.0,0.0,Advanced,2.0,0.0,H
45e2089240fd2a9c3558fe738e08281e375af6c5,5.0,0.0,Advanced,4.0,1.0,Mixed
45e3ac0e1bf46405e40f22c1459ca0573cc5350a,2.0,0.0,Advanced,,,
45ecd826210b17c236f1e3fe1386c71bcdece435,5.0,0.0,Advanced,5.0,0.0,H
